TITLE ABRV,YEAR,ISO_ABREV,ISSN,LANGUAGE,CATEGORY,TITLE,QUARTIL,CAT SEARCH
J EVOL EQU,2019,J. Evol. Equ.,14243199,ENGLISH,MATHEMATICS,JOURNAL OF EVOLUTION EQUATIONS,Q2,"MATHEMATICS, APPLIED"
J EXP THEOR ARTIF IN,2009,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2010,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2011,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2012,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2013,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q4,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2014,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2015,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q2,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2016,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2017,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2018,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR ARTIF IN,2019,J. Exp. Theor. Artif. Intell.,0952813X,ENGLISH,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,Q3,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
J EXP THEOR PHYS+,2009,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2010,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2011,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2012,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2013,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2014,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2015,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2016,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2017,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2018,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J EXP THEOR PHYS+,2019,J. Exp. Theor. Phys.,10637761,ENGLISH,"PHYSICS, MULTIDISCIPLINARY",JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS,Q3,"PHYSICS, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2010,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2011,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2012,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2013,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2014,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2015,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2016,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2017,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2018,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FAC ENG ARCHIT GAZ,2019,J. Fac. Eng. Archit. Gazi Univ.,13001884,TURKISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY,Q4,"ENGINEERING, MULTIDISCIPLINARY"
J FIELD ROBOT,2009,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q2,ROBOTICS
J FIELD ROBOT,2010,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2011,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2012,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q2,ROBOTICS
J FIELD ROBOT,2013,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2014,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q2,ROBOTICS
J FIELD ROBOT,2015,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2016,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2017,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2018,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q1,ROBOTICS
J FIELD ROBOT,2019,J. Field Robot.,15564959,ENGLISH,ROBOTICS,JOURNAL OF FIELD ROBOTICS,Q2,ROBOTICS
J FIRE SCI,2009,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2010,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2011,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2012,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2013,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2014,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2015,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2016,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2017,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2018,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FIRE SCI,2019,J. Fire Sci.,07349041,ENGLISH,"ENGINEERING, MULTIDISCIPLINARY",JOURNAL OF FIRE SCIENCES,Q3,"ENGINEERING, MULTIDISCIPLINARY"
J FIX POINT THEORY A,2009,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q3,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2010,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q3,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2011,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2012,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2013,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q3,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2014,J. Fixed Point Theory Appl.,16617738,ENGLISH,MATHEMATICS,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q3,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2015,J. Fixed Point Theory Appl.,16617738,ENGLISH,MATHEMATICS,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q3,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2016,J. Fixed Point Theory Appl.,16617738,ENGLISH,MATHEMATICS,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FIX POINT THEORY A,2017,J. Fixed Point Theory Appl.,16617738,ENGLISH,MATHEMATICS,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q1,MATHEMATICS
J FIX POINT THEORY A,2018,J. Fixed Point Theory Appl.,16617738,ENGLISH,MATHEMATICS,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q1,MATHEMATICS
J FIX POINT THEORY A,2019,J. Fixed Point Theory Appl.,16617738,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,Q1,MATHEMATICS
J FLUID ENG-T ASME,2009,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q3,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2010,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q3,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2011,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q3,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2012,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2013,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2014,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q3,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2015,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2016,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2017,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2018,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q3,"ENGINEERING, MECHANICAL"
J FLUID ENG-T ASME,2019,J. Fluids Eng.-Trans. ASME,00982202,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,Q2,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2009,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2010,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2011,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2012,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2013,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2014,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2015,J. Fluids Struct.,08899746,ENGLISH,MECHANICS,JOURNAL OF FLUIDS AND STRUCTURES,Q2,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2016,J. Fluids Struct.,08899746,ENGLISH,MECHANICS,JOURNAL OF FLUIDS AND STRUCTURES,Q2,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2017,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2018,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q1,"ENGINEERING, MECHANICAL"
J FLUID STRUCT,2019,J. Fluids Struct.,08899746,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FLUIDS AND STRUCTURES,Q2,"ENGINEERING, MECHANICAL"
J FOURIER ANAL APPL,2009,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q1,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2010,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q1,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2011,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2012,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2013,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2014,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2015,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2016,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2017,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q1,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2018,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FOURIER ANAL APPL,2019,J. Fourier Anal. Appl.,10695869,ENGLISH,"MATHEMATICS, APPLIED",JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,Q2,"MATHEMATICS, APPLIED"
J FRANKLIN I,2009,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q2,"ENGINEERING, MULTIDISCIPLINARY"
J FRANKLIN I,2010,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2011,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2012,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2013,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2014,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2015,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2016,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2017,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,AUTOMATION & CONTROL SYSTEMS,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2018,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,"ENGINEERING, ELECTRICAL & ELECTRONIC",JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRANKLIN I,2019,J. Frankl. Inst.-Eng. Appl. Math.,00160032,ENGLISH,"ENGINEERING, ELECTRICAL & ELECTRONIC",JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,Q1,"ENGINEERING, ELECTRICAL & ELECTRONIC"
J FRICT WEAR+,2010,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2011,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2012,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2013,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2014,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2015,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
J FRICT WEAR+,2016,J. Frict. Wear,10683666,ENGLISH,"ENGINEERING, MECHANICAL",JOURNAL OF FRICTION AND WEAR,Q4,"ENGINEERING, MECHANICAL"
