DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Affiliations,Publisher,Language,ISSN,ISBN
Inspec,Creating CAD designs and performing their subsequent analysis using opensource solutions in Python,"The paper discusses the concept of a system that encapsulates the transition from geometry building to strength tests. The solution we propose views the engineer as a programmer who is capable of coding the procedure for working with the modeli.e., to outline the necessary transformations and create cases for boundary conditions. We propose a prototype of such system. In our work, we used: Python programming language to create the program; Jupyter framework to create a single workspace visualization; pythonOCC library to implement CAD; FeniCS library to implement FEM; GMSH and VTK utilities. The prototype is launched on a platform which is a dynamically expandable multi-tenant cloud service providing users with all computing resources on demand. However, the system may be deployed locally for prototyping or work that does not involve resource-intensive computing. To make it possible, we used containerization, isolating the system in a Docker container.",boundary conditions - Python programming language - Jupyter framework - single workspace visualization - pythonOCC library - FeniCS library - prototyping - resource-intensive computing - CAD designs - opensource solutions - geometry building - strength tests - programmer - modeli.e - working procedure coding - FEM - GMSH - VTK utilities - multitenant cloud service - containerization - Docker container,"Iakushkin, O.O.(1); Sedova, O.S.(1)",2018.0,Conference,AIP Conference Proceedings,10.1063/1.5019153,"(1) St.-Petersburg State Univ., St. Petersburg, Russia",AIP Publishing,English,0094-243X,
Inspec,ATP cards automatic generation from an electrical network elements database using Python,"The EMTP-ATP is a widely used program for the simulation of electromagnetic transients, however, the complexity associated with manual creation of the input file and the need for an operator intervention to model the network in the auxiliary graphics software makes it difficult to use such largescale simulations by utilities. In this work, a system of automatic generation of ATP cards from a database containing the elements of the electrical network to be simulated was developed. The software queries a relational and structured database and formats an ”.atp” extension entry file according to the fixed format of the ATP Rule Book and FORTRAN77 Standard. The results of the simulations obtained with the proposed system were compared to those obtained with ATPDraw and both are equivalent.",ATP cards automatic generation - electrical network elements database - EMTP-ATP - electromagnetic transients - auxiliary graphics software - largescale simulations - relational database - structured database - extension entry file - Python - ATP rule book - FORTRAN77 standard - ATPDraw,"Muniz, J.R.S.(1); Moraes, J.A.A.(1); Rocha, G.V.S.(1); Nunes, M.V.A.(1); Barradas, R.P.S.(1); Bezerra, U.H.(1); Brito, A.B.(2); Monteiro, F.P.(1); Carvalho, R.L.S.(1)",2018.0,Conference,2018 13th IEEE International Conference on Industry Applications (INDUSCON). Proceedings,10.1109/INDUSCON.2018.8627278,"(1) Dept. of Electr. Eng., Fed. Univ. of Para, Belem, Brazil; (2) Celpa Equatorial Group, Belem, Brazil",IEEE,English,,
Inspec,"CDLIB: a python library to extract, compare and evaluate communities from complex networks","Community Discovery is among the most studied problems in complex network analysis. During the last decade, many algorithms have been proposed to address such task; however, only a few of them have been integrated into a common framework, making it hard to use and compare different solutions. To support developers, researchers and practitioners, in this paper we introduce a python library - namely CDlib - designed to serve this need. The aim of CDlib is to allow easy and standardized access to a wide variety of network clustering algorithms, to evaluate and compare the results they provide, and to visualize them. It notably provides the largest available collection of community detection implementations, with a total of 39 algorithms.",CDLIB - Python library - complex networks - Community Discovery - complex network analysis - CDlib - standardized access - network clustering algorithms - community detection implementations,"Rossetti, G.(1); Milli, L.(1); Cazabet, R.(2)",2019.0,Journal,Applied Network Science,10.1007/s41109-019-0165-9,"(1) KDD Lab., ISTI, Pisa, Italy; (2) Univ. de Lyon, Lyon, France",Springer,English,2364-8228,
Inspec,Scripting a large Fortran code with Python,"As a software engineering experiment, FLASH, a 500,000 line high-performance parallel scientific code written mainly in Fortran, was instrumented with the scripting language Python. We give an overview of the process and describe the applications that resulted from Python's flexibility.",Fortran code - software engineering - FLASH - high-performance parallel scientific code - scripting language Python,"Calleja, A.C.(1)",2004.0,Conference,"""Software Engineering for High Performance Computing System (HPCS) Applications"" W3S Workshop - 26th International Conference on Software Engineering",10.1049/ic:20040419,"(1) ASCI Flash Center & Dept. of Phys., Chicago Univ., IL, United States",IEE,English,,0-86341-418-4
Inspec,"Converting 2D-medical image files ldquodicomrdquo into 3dmodels, based on image processing, and analysing their results with python programming","This paper presents the possibility of converting (2D) medical image data (Digital Imaging and Communications in Medicine (DICOM) files) to 3D model. Medical data and image processing software's, namely Seg3D2 and ImageVis3D, were used to analyze images, create 3D models of the liver and export them in OBJ images for performing a range of surgical procedures, and measure the accuracy of the size and weight of the liver, kidneys and arteries with their conformity to DICOM file. It is compared to the image processing before and after the conversion stage of medical image using the Python language program to ensure the integrity of the images after the conversion process is identical to the original pictures of DICOM without causing any distortions or changes to it. We reduce file size while maintaining the model's highest quality, while employing mixed reality techniques, applied on Liver Surgical Operation [living donor liver Transplantation (LDLT)].",Python programming - Digital Imaging - image processing software - Seg3D2 - ImageVis3D - OBJ images - kidneys - arteries - DICOM file - Liver Surgical Operation - 2D-medical image file conversion - 3D model - medical data software - image analysis - digital imaging and communications in medicine files - mixed reality,"Mamdouh, R.(1); El-Bakry, H.M.(2); Riad, A.(3); El-Khamisy, N.(3)",2020.0,Journal,WSEAS Transactions on Computers,10.37394/23205.2020.19.2,"(1) Fac. of Comp & Inf. Syst., Mansoura Univ., Mansoura, Egypt; (2) Inf. Syst. Dept., Mansoura Univ., Mansoura, Egypt; (3) Comput. & Inf. Syst. Dept., Sadat Acad., Cairo, Egypt",WSEAS,English,1109-2750,
Inspec,pyNBS: a Python implementation for network-based stratification of tumor mutations,"Summary: We present pyNBS: a modularized Python 2.7 implementation of the network-based stratification (NBS) algorithm for stratifying tumor somatic mutation profiles into molecularly and clinically relevant subtypes. In addition to release of the software, we benchmark its key parameters and provide a compact cancer reference network that increases the significance of tumor stratification using the NBS algorithm. The structure of the code exposes key steps of the algorithm to foster further collaborative development.",pyNBS - Python implementation - tumor mutations - modularized Python 2 - network-based stratification algorithm - tumor somatic mutation profiles - molecularly subtypes - clinically relevant subtypes - compact cancer reference network - tumor stratification - NBS algorithm,"Huang, J.K.(1); Tongqiu Jia(2); Carlin, D.E.(2); Ideker, T.(1)",2018.0,Journal,Bioinformatics,10.1093/bioinformatics/bty186,"(1) Bioeng. Dept., UC San Diego, La Jolla, CA, United States; (2) Dept. of Med., UC San Diego, La Jolla, CA, United States",Oxford University Press,English,1367-4803,
Inspec,Finding Errors in Python Programs Using Dynamic Symbolic Execution,"For statically typed languages, dynamic symbolic execution (also called concolic testing) is a mature approach to automated test generation. However, extending it to dynamic languages presents several challenges. Complex semantics, fragmented and incomplete type information, and calls to foreign functions lacking precise models make symbolic execution difficult. We propose a symbolic execution approach that mixes concrete and symbolic values and incrementally solves path constraints in search for alternate executions by lazily instantiating axiomatizations for called functions as needed. We present the symbolic execution model underlying this approach and illustrate the workings of our prototype concolic testing tool on an actual Python software package.",program errors - Python programs - statically typed languages - dynamic symbolic execution model - automated test generation - dynamic languages - symbolic execution approach - concrete values - symbolic values - path constraints - axiomatizations - functions - concolic testing tool - Python software package,"Sapra, S.(1); Minea, M.(2); Chaki, S.(1); Gurfinkel, A.(1); Clarke, E.M.(1)",2013.0,Conference,"Testing Software and Systems. 25th IFIP WG 6.1 International Conference, ICTSS 2013. Proceedings: LNCS 8254",10.1007/978-3-642-41707-8_20,"(1) Carnegie Mellon Univ., Pittsburgh, PA, United States; (2) Politeh. Univ. of Timisoara, Timisoara, Romania",Springer-Verlag,English,,
Inspec,AutoParallel: A Python module for automatic parallelization and distributed execution of affine loop nests [arXiv],"The last improvements in programming languages, programming models, and frameworks have focused on abstracting the users from many programming issues. Among others, recent programming frameworks include simpler syntax, automatic memory management and garbage collection, which simplifies code re-usage through library packages, and easily configurable tools for deployment. For instance, Python has risen to the top of the list of the programming languages due to the simplicity of its syntax, while still achieving a good performance even being an interpreted language. Moreover, the community has helped to develop a large number of libraries and modules, tuning them to obtain great performance. However, there is still room for improvement when preventing users from dealing directly with distributed and parallel computing issues. This paper proposes and evaluates AutoParallel, a Python module to automatically find an appropriate task-based parallelization of affine loop nests to execute them in parallel in a distributed computing infrastructure. This parallelization can also include the building of data blocks to increase task granularity in order to achieve a good execution performance. Moreover, AutoParallel is based on sequential programming and only contains a small annotation in the form of a Python decorator so that anyone with little programming skills can scale up an application to hundreds of cores.",AutoParallel - Python module - automatic parallelization - affine loop nests - programming languages - programming models - simpler syntax - automatic memory management - garbage collection - sequential programming - Python decorator - programming skills - distributed computing - parallel computing - distributed execution,"Ramon-Cortes, C.(1); Amela, R.(1); Ejarque, J.(1); Clauss, P.(2); Badia, R.M.(3)",2018.0,arXiv,arXiv,,"(1) Barcelona Supercomput. Center, Barcelona, Spain; (2) ICube Lab., Univ. de Strasbourg Strasbourg, Strasbourg, France; (3) Barcelona Supercomput. Center, Consejo Super. de Investig. Cientificas, Barcelona, Spain",arXiv,English,,
Inspec,SlideSeg: A Python Module for the Creation of Annotated Image Repositories from Whole Slide Images,"Machine learning methods are being widely used in medicine to aid cancer diagnosis and detection. In the area of digital pathology, prediction heat maps produced by convolutional neural networks (CNN) have already exceeded the performance of a trained pathologist with no time constraints. To train deep learning networks, large datasets of accurately labeled ground truth data are required; however, whole slide images are often on the scale of 10+ gigapixels when digitized at 40X magnification, contain multiple magnification levels, and have unstandardized formats. Due to these characteristics, traditional techniques for the production of training and validation data cannot be used, resulting in the limited availability of annotated datasets. This research presents a Python module and method to rapidly produce accurately annotated image patches from whole slide images. This module is built on OpenCV, an open source computer vision library, OpenSlide, an open source library for reading virtual slide images, and NumPy, a library for scientific computing with Python. These Python scripts successfully produce 'ground truth' image patches and will help transfer advances in research laboratories into clinical application by addressing many of the challenges associated with the development of annotated datasets for machine learning in histopathology.",Python module - open source computer vision library - open source library - virtual slide images - Python scripts - ground truth image patches - annotated image repositories - machine learning methods - cancer diagnosis - digital pathology - prediction heat maps - convolutional neural networks - deep learning networks - cancer detection - annotated image patches - OpenCV,"Crabb, B.(1); Olson, N.(2)",2018.0,Conference,Proceedings of the SPIE - Progress in Biomedical Optics and Imaging,10.1117/12.2300262,"(1) SSC Pacific, San Diego, CA, United States; (2) Naval Hosp. Camp Pendleton, Oceanside, CA, United States",SPIE,English,1605-7422,
Inspec,PyGB: GraphBLAS DSL in Python with Dynamic Compilation Into Efficient C++,"We present PyGB, a high-level Python domainspecific language (DSL) for GraphBLAS building blocks for graph algorithms. GraphBLAS is based on a small number of linear algebra operations, and it is described using mathematical notation and concepts. However, the concrete realizations of GraphBLAS concentrate on efficiency and widely usable programming interfaces. The GraphBLAS C language API standardized by the GraphBLAS Forum is the major example of such a realization, and our GraphBLAS Template Library (GBTL) implemented in the C++ language is another. PyGB exposes the \cpp interface of GBTL through a DSL that leverages Python's mature scientific computing ecosystem and high-level syntax. The syntax of PyGB more closely resembles the GraphBLAS mathematical notation than GBTL. The DSL dispatches to dynamically compiled templated classes to achieve comparable performance to the native GBTL code. We highlight the features of PyGB through code examples and discuss how Python's syntax and dynamic execution enable us to provide the high-level abstraction with minimal performance penalty. We demonstrate the stages of execution, from type inference to template compilation, to dynamic linking and invocation from the Python interpreter. Our experimental evaluation shows that for sufficiently large inputs, the overhead of PyGB is negligible and compilation times are not worse than for native GBTL implementation. Last, we outline concrete features we plan to implement in the future to extend PyGB.",PyGB - GraphBLAS DSL - dynamic compilation - linear algebra operations - GraphBLAS Template Library - GraphBLAS mathematical notation - high-level abstraction - Python interpreter - scientific computing ecosystem - GBTL code - GBTL code - C++ language - graph algorithms - GraphBLAS C language API - high-level Python domain specific language,"Chamberlin, J.(1); Zalewski, M.(2); McMillan, S.(3); Lumsdaine, A.(1)",2018.0,Conference,2018 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),10.1109/IPDPSW.2018.00059,"(1) Univ. of Washington, Seattle, WA, United States; (2) Pacific Northwest Nat. Lab., Northwest Inst. for Adv. Comput., Seattle, WA, United States; (3) Software Eng. Inst., Carnegie Mellon Univ., Pittsburgh, PA, United States",IEEE Computer Society,English,,
Inspec,Python 2.4 decorators: reducing code duplication and consolidating knowledge,"As software environments become more complex and programs get larger, it becomes more and more necessary to find ways to reduce code duplication and scattering of knowledge. While simple code duplication is easy to factor out into functions or methods, more complex code duplication is not. A second and related problem is scattering of knowledge. Duplication is not a good thing for both developer productivity and software reliability - which is why Python 2.4's new ""decorator"" feature lets one address both kinds of duplication. Decorators are Python objects that can register, annotate, and/or wrap a Python function or method. Python decorators are a simple, highly customizable way to wrap functions or methods, annotate them with metadata, or register them with a framework of some kind. But, as a relatively new feature, their full possibilities have not yet been explored, and perhaps the most exciting uses haven't even been invented yet. Each message uses different syntax for decorators, based on some C#-like alternatives being discussed at the time.",Python 2.4 - decorators - code duplication reduction - consolidating knowledge - software environments - knowledge scattering - productivity - software reliability - metadata,"Eby, P.",2005.0,Journal,Dr. Dobb's Journal,,,CMP Media LLC,English,1044-789X,
Inspec,Pyroomacoustics: A Python Package for Audio Room Simulation and Array Processing Algorithms,"We present pyroomacoustics, a software package aimed at the rapid development and testing of audio array processing algorithms. The content of the package can be divided into three main components: an intuitive Python object-oriented interface to quickly construct different simulation scenarios involving multiple sound sources and microphones in 2D and 3D rooms; a fast C implementation of the image source model for general polyhedral rooms to efficiently generate room impulse responses and simulate the propagation between sources and receivers; and finally, reference implementations of popular algorithms for beamforming, direction finding, and adaptive filtering. Together, they form a package with the potential to speed up the time to market of new algorithms by significantly reducing the implementation overhead in the performance evaluation step.",Python object-oriented interface - room impulse responses - general polyhedral rooms - image source model - fast C implementation - multiple sound sources - audio array processing algorithms - software package - pyroomacoustics - audio room simulation - Python package,"Scheibler, R.(1); Bezzam, E.(1); Dokmanic, I.(2)",2018.0,Conference,"2018 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/ICASSP.2018.8461310,"(1) Ecole Polytech. Fed. de Lausanne, Lausanne, Switzerland; (2) Univ. of Illinois Urbana-Champaign, Urbana, IL, United States",IEEE,English,,
Inspec,High-level Synthesis using Python Language,"This paper presents High-Level Synthesis compiler. The development of FPGA technology and the increasing complexity of applications in recent decades have forced compilers to move to higher abstraction levels. Compilers interprets an algorithmic description of a desired behavior written in High-Level Languages (HLLs) and translate it to Hardware Description Languages (HDLs). This paper presents a Python based High-Level synthesis (HLS) compiler. The compiler get the configuration parameters and map RPython program to VHDL code. Then, VHDL code can be used to program FPGA chips. FPGAs have the potential to achieve far greater performance than software exploiting a greater level of parallelism especially for fine grain algorithms. This can be achieved by reconfigurable internal FPGA connections and hardware primitives. Creating parallel programs implemented in FPGAs in pure HDL is difficult and time consuming. using higher level of abstraction and High-Level Synthesis compiler implementation time can be reduced. This article describes design methodologies and tools, implementation of created VHDL backend for Python compiler.",HLL - HDL - high-level synthesis compiler implementation time - RPython program - hardware description languages - high-level languages - Python compiler - reconfigurable internal FPGA connections - fine grain algorithms - FPGA chips - VHDL code - algorithmic description - higher abstraction levels - Python language,"Cieszewski, R.(1); Pozniak, K.(1)",2017.0,Journal,Elektronika,10.15199/13.2017.8.7,"(1) Inst. Syst. Elektronicznych, Politech. Warszawska, Warsaw, Poland",SIGMA-NOT,Polish,0033-2089,
Inspec,Design of King Glory's Game Query System Based on Python,"The King Glory is a multiplayer tower defense sports game. This paper is based on Python to implement a game hero information query system. First, the crawler technology is used to get the hero information from the webpage, then the layered architecture is used to develop the software system and experiment on two computers. The user selects the specified hero name in the client interface to get the hero's title and skill information. The experimental results show that the system can query the details of the hero skills in the game.",Python - multiplayer tower defense sports game - game hero information query system - crawler technology - King Glory's game query system,Xiaozhuo Li(1); Zhenyu Wang(1),2019.0,Conference,2019 3rd International Conference on Electronic Information Technology and Computer Engineering (EITCE). Proceedings,10.1109/EITCE47263.2019.9094996,"(1) Dept. of Comput. Sci. & Technol., Xi'an Univ. of Posts & Telecommun., Xi'an, China",IEEE,English,,
Inspec,PyCoTools: a Python toolbox for COPASI,"Motivation: COPASI is an open source software package for constructing, simulating and analyzing dynamic models of biochemical networks. COPASI is primarily intended to be used with a graphical user interface but often it is desirable to be able to access COPASI features programmatically, with a high level interface. Results: PyCoTools is a Python package aimed at providing a high level interface to COPASI tasks with an emphasis on model calibration. PyCoTools enables the construction of COPASI models and the execution of a subset of COPASI tasks including time courses, parameter scans and parameter estimations. Additional `composite' tasks which use COPASI tasks as building blocks are available for increasing parameter estimation throughput, performing identifiability analysis and performing model selection. PyCoTools supports exploratory data analysis on parameter estimation data to assist with troubleshooting model calibrations. We demonstrate PyCoTools by posing a model selection problem designed to show case PyCoTools within a realistic scenario. The aim of the model selection problem is to test the feasibility of three alternative hypotheses in explaining experimental data derived from neonatal dermal fibroblasts in response to TGF-szlig over time. PyCoTools is used to critically analyze the parameter estimations and propose strategies for model improvement.",neonatal dermal fibroblasts - troubleshooting model calibrations - exploratory data analysis - biochemical networks - PyCoTools - parameter estimation data - identifiability analysis - COPASI models - Python package - high level interface - graphical user interface - open source software package - Python toolbox - model selection problem,"Welsh, C.M.(1); Fullard, N.(3); Proctor, C.J.(2); Martinez-Guimera, A.(1); Isfort, R.J.(4); Bascom, C.C.(4); Tasseff, R.(4); Przyborski, S.A.(3); Shanley, D.P.(1)",2018.0,Journal,Bioinformatics,10.1093/bioinformatics/bty409,"(1) Inst. for Cell & Mol. Biosci., Newcastle Univ., Newcastle upon Tyne, United Kingdom; (2) Inst. of Cellular Med., Newcastle Univ., Newcastle upon Tyne, United Kingdom; (3) Dept. of Biosci., Durham Univ., Durham, United Kingdom; (4) Proctor & Gamble Co., Cincinnati, OH, United States",Oxford University Press,English,1367-4803,
Inspec,PYRO-NN: Python Reconstruction Operators in Neural Networks [arXiv],"Purpose: Recently, several attempts were conducted to transfer deep learning to medical image reconstruction. An increasingly number of publications follow the concept of embedding the CT reconstruction as a known operator into a neural network. However, most of the approaches presented lack an efficient CT reconstruction framework fully integrated into deep learning environments. As a result, many approaches are forced to use workarounds for mathematically unambiguously solvable problems. Methods: PYRO-NN is a generalized framework to embed known operators into the prevalent deep learning framework Tensorflow. The current status includes state-of-the-art parallel-, fanand cone-beam projectors and back-projectors accelerated with CUDA provided as Tensorflow layers. On top, the framework provides a high level Python API to conduct FBP and iterative reconstruction experiments with data from real CT systems. Results: The framework provides all necessary algorithms and tools to design end-to-end neural network pipelines with integrated CT reconstruction algorithms. The high level Python API allows a simple use of the layers as known from Tensorflow. To demonstrate the capabilities of the layers, the framework comes with three baseline experiments showing a cone-beam short scan FDK reconstruction, a CT reconstruction filter learning setup, and a TV regularized iterative reconstruction. All algorithms and tools are referenced to a scientific publication and are compared to existing non deep learning reconstruction frameworks. The framework is available as open-source software at https://github.com/csyben/PYRO-NN. Conclusions: PYRO-NN comes with the prevalent deep learning framework Tensorflow and allows to setup end-to-end trainable neural networks in the medical image reconstruction context. We believe that the framework will be a step towards reproducible research and give the medical physics community a toolkit to elevate medical image reconstruction with new deep learning techniques.",iterative reconstruction - end-to-end trainable neural networks - nondeep learning reconstruction frameworks - CT reconstruction filter learning - TV regularized iterative reconstruction - generalized framework - mathematically unambiguously solvable problems - efficient CT reconstruction framework - Python reconstruction operators - medical image reconstruction context - cone-beam short scan FDK reconstruction - integrated CT reconstruction algorithms - end-to-end neural network pipelines - CT systems - high level Python API - Tensorflow layers - fanand cone-beam projectors - prevalent deep learning framework Tensorflow,"Syben, C.(1); Michen, M.(1); Stimpel, B.(1); Seitz, S.(1); Ploner, S.(1); Maier, A.K.(1)",2019.0,arXiv,arXiv,,"(1) Pattern Recognition Lab., Friedich-Alexander Univ. Erlangen-Nurnberg, Erlangen, Germany",arXiv,English,,
Inspec,"Growing the ReConFig community through python, zynq and hardware overlays","In this talk, modern software trends will be explored with a focus on how we can grow the ReConFig community - specifically by learning-from and welcoming-in software developers who want FPGA benefits but do not have a background in programmable logic. Putting that emphasis into action, I'll also talk about an open source project I'm passionate about today - PYNQ: Python Productivity for Zynq. Applying the software trends that will first be presented, PYNQ software is freely available, requires no proprietary tools, includes Python libraries for FPGA communication, and leverages a Jupyter Notebook frontend for web based development. Following one final trend from software community keynotes, I will end the talk with a live demonstration of PYNQ on a newly released low-cost Zynq board.",ReConFig community - zynq board - hardware overlays - FPGA - programmable logic - open source project - software trends - PYNQ software - python libraries - Web based development,"Schelle, G.",2016.0,Conference,2016 International Conference on Reconfigurable Computing and FPGAs (ReConFig),10.1109/ReConFig.2016.7857138,,IEEE,English,,
Inspec,Glycosylator: a Python framework for the rapid modeling of glycans,"Background: Carbohydrates are a class of large and diverse biomolecules, ranging from a simple monosaccharide to large multi-branching glycan structures. The covalent linkage of a carbohydrate to the nitrogen atom of an asparagine, a process referred to as N-linked glycosylation, plays an important role in the physiology of many living organisms. Most software for glycan modeling on a personal desktop computer requires knowledge of molecular dynamics to interface with specialized programs such as CHARMM or AMBER. There are a number of popular web-based tools that are available for modeling glycans (e.g., GLYCAM-WEB (http://https://dev.glycam.org/gp/) or Glycosciences.db (http://www. glycosciences.de/)). However, these web-based tools are generally limited to a few canonical glycan conformations and do not allow the user to incorporate glycan modeling into their protein structure modeling workflow. Results: Here, we present Glycosylator, a Python framework for the identification, modeling and modification of glycans in protein structure that can be used directly in a Python script through its application programming interface (API) or through its graphical user interface (GUI). The GUI provides a straightforward two-dimensional (2D) rendering of a glycoprotein that allows for a quick visual inspection of the glycosylation state of all the sequons on a protein structure. Modeled glycans can be further refined by a genetic algorithm for removing clashes and sampling alternative conformations. Glycosylator can also identify specific three-dimensional (3D) glycans on a protein structure using a library of predefined templates. Conclusions: Glycosylator was used to generate models of glycosylated protein without steric clashes. Since the molecular topology is based on the CHARMM force field, new complex sugar moieties can be generated without modifying the internals of the code. Glycosylator provides more functionality for analyzing and modeling glycans than any other available software or webserver at present. Glycosylator will be a valuable tool for the glycoinformatics and biomolecular modeling communities.",biomolecular modeling communities - Glycosylator - Python framework - multibranching glycan structures - carbohydrate - N-linked glycosylation - glycan modeling - web-based tools - GLYCAM-WEB - canonical glycan conformations - protein structure modeling workflow - Python script - application programming interface - graphical user interface - glycosylation state - three-dimensional glycans - glycosylated protein - two-dimensional rendering - CHARMM force field - complex sugar moieties - GUI - genetic algorithm - glycoinformatics - molecular dynamics,"Lemmin, T.(1); Soto, C.(2)",2019.0,Journal,BMC Bioinformatics,10.1186/s12859-019-3097-6,"(1) Dept. of Comput. Sci., ETH Zurich, Zurich, Switzerland; (2) Vanderbilt Vaccine Center, Med. Center, Vanderbilt Univ., Nashville, TN, United States",Springer,English,1471-2105,
Inspec,refnx: neutron and X-ray reflectometry analysis in Python,"refnx is a model-based neutron and X-ray reflectometry data analysis package written in Python. It is cross platform and has been tested on Linux, macOS and Windows. Its graphical user interface is browser based, through a Jupyter notebook. Model construction is modular, being composed from a series of components that each describe a subset of the interface, parameterized in terms of physically relevant parameters (volume fraction of a polymer, lipid area per molecule etc.). The model and data are used to create an objective, which is used to calculate the residuals, log-likelihood and log-prior probabilities of the system. Objectives are combined to perform co-refinement of multiple data sets and mixed-area models. Prior knowledge of parameter values is encoded as probability distribution functions or bounds on all parameters in the system. Additional prior probability terms can be defined for sets of components, over and above those available from the parameters alone. Algebraic parameter constraints are available. The software offers a choice of fitting approaches, including least-squares (global and gradient-based optimizers) and a Bayesian approach using a Markov-chain Monte Carlo algorithm to investigate the posterior distribution of the model parameters. The Bayesian approach is useful for examining parameter covariances, model selection and variability in the resulting scattering length density profiles. The package is designed to facilitate reproducible research; its use in Jupyter notebooks, and subsequent distribution of those notebooks as supporting information, permits straightforward reproduction of analyses.",refnx - Python - model-based neutron - X-ray reflectometry data analysis package - graphical user interface - Jupyter notebook - model construction - volume fraction - lipid area - log-likelihood - log-prior probabilities - multiple data sets - mixed-area models - probability distribution functions - algebraic parameter constraints - Bayesian approach - Markov-chain Monte Carlo algorithm - posterior distribution - model parameters - parameter covariances - model selection - variability - notebooks,"Nelson, A.R.J.(1); Prescott, S.W.(2)",2019.0,Journal,Journal of Applied Crystallography,10.1107/S1600576718017296,"(1) ANSTO, Kirrawee DC, NSW, Australia; (2) Sch. of Chem. Eng., Univ. of New South Wales, Sydney, NSW, Australia",IUCr - International Union of Crystallography,English,1600-5767,
Inspec,Mocking the weak lensing universe: the LensTools Python computing package,"We present a newly developed software package which implements a wide range of routines frequently used in Weak Gravitational Lensing (WL). With the continuously increasing size of the WL scientific community we feel that easy to use Application Program Interfaces (APIs) for common calculations are a necessity to ensure efficiency and coordination across different working groups. Coupled with existing open source codes, such as CAMB (Lewis et al., 2000) and Gadget2 (Springel, 2005), LensTools brings together a cosmic shear simulation pipeline which, complemented with a variety of WL feature measurement tools and parameter sampling routines, provides easy access to the numerics for theoretical studies of WL as well as for experiment forecasts. Being implemented in python (Rossum, 1995), LensTools takes full advantage of a range of state-of-the art techniques developed by the large and growing open-source software community (Jones et al., 2001; McKinney, 2010; Astrophy Collaboration, 2013; Pedregosa et al., 2011; Foreman-Mackey et al., 2013). We made the LensTools code available on the Python Package Index and published its documentation on http://lenstools.readthedocs.io. [All rights reserved Elsevier].",weak gravitational lensing universe - LensTools Python computing package - software package - WL scientific community - application program interfaces - working groups - open source code CAME - open source code Gadget2 - cosmic shear simulation pipeline - WL feature measurement tools - parameter sampling routines - experiment forecasts - open-source software community - Python Package Index,"Petri, A.(1)",2016.0,Journal,Astronomy and Computing,10.1016/j.ascom.2016.06.001,"(1) Dept. of Phys., Columbia Univ., New York, NY, United States",Elsevier B.V.,English,2213-1337,
Inspec,Mocking the weak lensing universe: the LensTools python computing package [arXiv],"We present a newly developed software package which implements a wide range of routines frequently used in Weak Gravitational Lensing (WL). With the continuously increasing size of the WL scientific community we feel that easy to use Application Program Interfaces (APIs) for common calculations are a necessity to ensure efficiency and coordination across different working groups. Coupled with existing open source codes, such as CAMB[1] and Gadget2[2], LensTools brings together a cosmic shear simulation pipeline which, complemented with a variety of WL feature measurement tools and parameter sampling routines, provides easy access to the numerics for theoretical studies of WL as well as for experiment forecasts. Being implemented in PYTHON[3], LensTools takes full advantage of a range of state-of-the art techniques developed by the large and growing open-source software community [4, 5, 6, 7, 8]. We made the LensTools code available on the Python Package Index and published its documentation on http://lenstools.readthedocs.io [Astronomy & Computing, Volume 17, Pages 73-79, October 2016 doi:10.1016/j.ascom.2016.06.001].",LensTools python computing package - Python Package Index - open-source software community - experiment forecasts - parameter sampling routines - WL feature measurement tools - cosmic shear simulation pipeline - open source code LensTools - open source code Gadget - open source code CAMB - working groups - application program interfaces - WL scientific community - weak gravitational lensing universe - software package,"Petri, A.(1)",2016.0,arXiv,arXiv,,"(1) Dept. of Phys., Columbia Univ., New York, NY, United States",arXiv,English,,
Inspec,Python based framework for HDSLs with an underlying formal semantics,"Although Moore's law is slowing down, design productivity is still a big issue in semiconductor industry. Drivers are the trend to 3D integration, the addition of design goals such as ultra-low power and safety, and an increasing number of designs in IoT and automotive areas. EDA tools such as high-level synthesis cover a small design area only. Also, the impact of IP reuse is overestimated since IP integration often requires complex configuration and additional software to be developed. To continuously increase design productivity, Infineon heavily relies on an in-house automation framework that utilizes Python as language for automation and synthesis. It supports (and makes use of) classical HDSLs to describe specific design aspects. Mostly structured specification formalisms such as tables, requirements or diagrams (e.g. SysML subsets) are used. These formalisms can be seen as HDSLs with the additional benefit that they exist as a result of a specification process, i.e. need not be coded explicitly. To be able to deal with several formalisms, Infineon's automation framework follows OMG's MDA vision and utilizes meta-models e.g. for generation of infrastructure code. This work focuses on the aspect of combining DSLs, defining a formal semantic for HDSLs and using this definition to validate the correctness of the mapping of HDSLs to HDLs, an essential pillar to connect HDSLs to today's design flows.",Python based framework - HDSLs - Moore's law - design productivity - semiconductor industry - design goals - EDA tools - high-level synthesis - IP reuse - IP integration - in-house automation framework - specific design aspects - specification formalisms - specification process - Infineon's automation framework - formal semantics - ultra-low power design - safety design - OMG MDA vision - automation language,"Devarajegowda, K.(1); Schreiner, J.(1); Findenig, R.(1); Ecker, W.(1)",2017.0,Conference,2017 IEEE/ACM International Conference on Computer-Aided Design (ICCAD),10.1109/ICCAD.2017.8203893,"(1) Infineon Technol. AG, Munich, Germany",IEEE,English,,
