DataBase,Title,Abstract,Keywords,Authors,Year,DocumentType,PublicationTitle,DOI,Link,Affiliations,Publisher,Language,ISSN,ISBN
Scopus,Web framework points: An effort estimation methodology for Web application development using a content management framework,"This work presents the Web Framework Points (WFP) methodology to estimate the effort of Web applications developed with a content management framework. WFP is composed of a sizing phase, and an effort estimation phase, obtained by applying a cost model to the size model of the project to estimate. The sizing of the project takes into account not only usual functional requirements, but also elements specific for developing a Web application. We present the experimental validation of the proposed methodology.Web applications are among the most popular and relevant kinds of application. Most Web applications are developed using a content management framework (CMF). CMF helps to accelerate the publication of large amounts of information and the development of Web applications. However, developing Web applications through CMF is not exempt from cost and time overruns, as in traditional software projects. Currently, there is no estimation model able to adequately measure the effort of developing a Web application. This work presents a new methodology, called web framework points, to estimate the effort of Web applications developed with CMF. Web framework points is a hybrid methodology, composed of a sizing phase, which follows specific guidelines, and an effort estimation phase, obtained by applying a cost model to the size model of the project to estimate. The sizing of the project takes into account not only usual functional requirements, as in function points analysis, but also elements specific for developing a Web application through CMF. We also present the experimental validation of the proposed methodology, performed on a dataset of 29 real-world projects, of which 83% show an estimation error of less than 25%. © 2015 John Wiley & Sons, Ltd.",content management framework; function points; software effort estimation; Web applications; Web objects,"Barabino G., Concas G., Corona E., Grechi D., Marchesi M., Tigano D.",2015,Journal,Journal of Software: Evolution and Process,10.1002/smr.1715,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941656524&doi=10.1002%2fsmr.1715&partnerID=40&md5=d71768e9f920c4fc52a1ca4552e11d79,"DITEN, University of Genoa, Genova, Italy; DIEE, University of Cagliari, Cagliari, Italy",John Wiley and Sons Ltd,English,20477481,
Scopus,An empirical validation of function point structure and applicability: A replication study,"Background: The complexity of providing accurate software size estimation and effort prediction models is well known in the software industry. Function point analysis (FPA) is currently one of the most accepted software functional size metric in the industry, but it is hardly automatable and generally requires a lengthy and costly process. Objectives: This paper reports on a family of replications carried out on a subset of the ISBSG R12 dataset to evaluate the structure and applicability of function points. The goal of this replication was to aggregate evidence about internal issues of FPA as a metric, and to confirm previous results using a different set of data. First, FPA counting was analyzed in order to determine the extent to which the base functional components (BFC) were independent of each other and thus appropriate for an additive model of size. Second, the correlation between effort and BFCs and unadjusted function points (UFP) were assessed in order to determine whether a simplified sizing metric might be appropriate to simplify effort prediction models. Methods: A subset of 72 business application projects from 2008 to 2011 was analyzed. BFCs, UFP, and effort correlation were studied. Results: The results aggregated evidence and confirmed that some BFCs of the FPA method are correlated. There is a relationship between BFCs and effort. There are correlations between UFP and inputs, enquiries, and internal files, and between BFCs and effort. Internal files and inputs are found to be correlated always, and external interface files are found to be uncorrelated with the others. A prediction model based on transactions and internal files appear to be as good as a model based on UFP. The use of some contexts attributes may improve effort prediction models. Limitations: This is an initial experiment of a research in progress. The limited size and nature of the dataset may influence the results. Conclusions: Our results might suggest an improvement in the performance of the measurement process. Simplifying FPA measurement procedure based on counting a subset of BFCs could improve measurement process efficiency and simplify prediction models. Copyright © 2015 by the authors.",Effort prediction; Experiment; Family of replications; Function point analysis,"Quesada-López C., Jenkins M.",2015,Conference,CIBSE 2015 - XVIII Ibero-American Conference on Software Engineering,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936102909&partnerID=40&md5=8ac3f362ca5b73d51172f7c72380be33,"Center for ICT Research, University of Costa Rica, San Pedro, Costa Rica",Ibero-American Conference on Software Engineering,English,,9789972825804
Scopus,A learning adaptation cases technique for Fuzzy Analogy-based software development effort estimation,"The aim of this paper is to enhance the Fuzzy Analogy technique for software effort development estimation. Fuzzy Analogy selects the similar projects that will be used in the adaptation step according to the definition of the qualification 'closely similar'. The adopted definition consider two projects as closely similar if their similarity is in the vicinity of 1. The qualification 'closely similar' is represented by a fuzzy set defined by a fixed threshold which is obtained experimentally from the environment. However, in many cases the available empirical knowledge may not allow estimators to fit the adequate fuzzy representation of the qualification 'closely similar'. In this study, we propose an approach to learn this fuzzy representation from the similarities obtained in the retrieval step of the Fuzzy Analogy technique. The proposed method provides for each new project, an adequate threshold by using the quasi-arithmetic mean operators. Indeed, the quasi-arithmetic means operators use weighted similarities to calculate the threshold that often ensures the selection of the closest projects in the adaptation step. This paper also presents an empirical validation of the proposed approach based on the COCOMO'81 dataset. © 2014 IEEE.",fuzzy analogy; Minkowski mean; quasi-arithmetic operators; software cost estimation,"Ezghari S., Zahi A., Idri A.",2014,Conference,"2014 2nd World Conference on Complex Systems, WCCS 2014",10.1109/ICoCS.2014.7060958,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988299045&doi=10.1109%2fICoCS.2014.7060958&partnerID=40&md5=9ce612ab475d2c3acd929c1b0c5bb106,"System Intelligent and Application Laboratory (SIA), FST, Fez, Morocco; Software Projects Management Research Team, ENSIAS, Mohamed V University, Rabat, Morocco",Institute of Electrical and Electronics Engineers Inc.,English,,9781479946471
Scopus,Mining bug data: A practitioner’s guide,"Although software systems control many aspects of our daily life world, no system is perfect. Many of our day-to-day experiences with computer programs are related to software bugs. Although software bugs are very unpopular, empirical software engineers and software repository analysts rely on bugs or at least on those bugs that get reported to issue management systems. So what makes data software repository analysts appreciate bug reports? Bug reports are development artifacts that relate to code quality and thus allow us to reason about code quality, and quality is key to reliability, end-users, success, and finally profit. This chapter serves as a hand-on tutorial on how to mine bug reports, relate them to source code, and use the knowledge of bug fix locations to model, estimate, or even predict source code quality. This chapter also discusses risks that should be addressed before one can achieve reliable recommendation systems. © Springer-Verlag Berlin Heidelberg 2014.",,"Herzig K., Zeller A.",2014,Book Chapter,Recommendation Systems in Software Engineering,10.1007/978-3-642-45135-5_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948119524&doi=10.1007%2f978-3-642-45135-5_6&partnerID=40&md5=59fef00514a35697f2f76115b10b3946,"Saarland University, Saarbrücken, Germany",Springer Berlin Heidelberg,English,,9783642451355; 9783642451348
Scopus,COSMIC approximate sizing using a fuzzy logic approach: A quantitative case study with industry data,"In software engineering, the standards for functional size measurement require that the functionality to be measured be fully known for accurate measurement results. Therefore, in the early phases of software development, when there is a lack of detail, approximate sizing approaches must be used instead of the standards themselves. Approximate sizing techniques are typically based on the analysis of historical data of the functional size of a number of completed projects within an organization. For organizations without historical data on the functional size of their completed projects, this paper proposes a fuzzy logic model to approximate functional size early in the software development process. It also reports on a quantitative case study of this approximation technique from industry, and compares its performance with the Equal Size Band approximation approach. © 2014 IEEE.",Approximate Sizing; COSMIC ISO 19761; EPCU; FSM; Functional Size; Fuzzy Logic,"Souto F.V., Abran A.",2014,Conference,"Proceedings - 2014 Joint Conference of the International Workshop on Software Measurement, IWSM 2014 and the International Conference on Software Process and Product Measurement, Mensura 2014",10.1109/IWSM.Mensura.2014.44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929649480&doi=10.1109%2fIWSM.Mensura.2014.44&partnerID=40&md5=78a2aa5e175412073719aa905a136d80,"École de Technologie Supérieure, University of Québec, Dept. of Software Engineering, Montréal, Canada",Institute of Electrical and Electronics Engineers Inc.,English,,9781479941742
Scopus,A fuzzy expert system for cost-effective regression testing strategies,"Different testing environments and software change characteristics can affect the choice of regression testing techniques. In our prior work, we developed adaptive regression testing (ART) strategies to investigate this problem. While the ART strategies showed promising results, we also found that the multiple criteria decision making processes required for the ART strategies are time-consuming, often inaccurate and inconsistent, and limited in their scalability. To address these issues, in this research, we develop and empirically study a fuzzy expert system (FESART) to aid decision makers in choosing the most cost-effective technique for a particular software version. The results of our study show that FESART is consistently more cost-effective than the previously proposed ART strategies. One of the biggest contributors to FESART being more cost-effective is the reduced time required to apply the strategy. This contribution has significant impact because a strategy that is less time-consuming will be easier for researchers and practitioners to adopt, and will provide even greater cost-savings for regression testing sessions. © 2013 IEEE.",Adaptive regression testing strategy; AHP; Empirical studies; Fuzzy AHP; Regression testing; Test case prioritization,"Schwartz A., Do H.",2013,Conference,"IEEE International Conference on Software Maintenance, ICSM",10.1109/ICSM.2013.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891669616&doi=10.1109%2fICSM.2013.11&partnerID=40&md5=d3f61a8fdc1ffcdc61185954879b621a,"North Dakota State U., United States",,English,,
Scopus,A proposal for the improvement of project's cost predictability using EVM and historical data of cost,"This paper proposes an extension of the Earned Value Management - EVM technique through the integration of historical cost performance data of processes under statistical control as a means to improve the predictability of the cost of projects. The proposed technique was evaluated through a case-study in industry, which evaluated the implementation of the proposed technique in 22 software development projects Hypotheses tests with 95% significance level were performed, and the proposed technique was more accurate and more precise than the traditional technique for calculating the Cost Performance Index - CPI and Estimates at Completion - EAC. © 2013 IEEE.",Cost Performance Index - CPI; Earned Value Management - EVM; High Maturity; Software Metrics,Diniz De Souza A.,2013,Conference,Proceedings - International Conference on Software Engineering,10.1109/ICSE.2013.6606740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886438413&doi=10.1109%2fICSE.2013.6606740&partnerID=40&md5=162c231e6728ef78e8a375e49169e55e,"Universidade Federal Do Rio de Janeiro, UFRJ, COPPE, Rio de Janeiro, Brazil",,English,02705257,9781467330763
Scopus,Models to predict mortality of tribolium castaneum (Coleoptera: Tenebrionidae) exposed to elevated temperatures during structural heat treatments,"Novel thermal death models were developed with certain assumptions, and these models were validated by using actual heat treatment data collected under laboratory conditions at constant temperatures over time and in commercial food-processing facilities where temperatures were dynamically changing over time. The predicted mortalities of both young larvae and adults of the red flour beetle, Tribolium castaneum (Herbst), were within 92-99% of actual measured insect mortalities. There was good concordance between predicted and observed mortalities of young larvae and adults of T. castaneum exposed to constant temperatures in laboratory growth chambers and at variable temperatures during structural heat treatments of commercial food-processing facilities. The models developed in this study can be used to determine effectiveness of structural heat treatments in killing young larvae and adults of T. castaneum and for characterizing insect thermotolerance. © 2013 Entomological Society of America.",food-processing facility; heat treatment; model; mortality; Tribolium castaneum,"Jian F., Subramanyam B., Jayas D.S., White N.D.G.",2013,Journal,Journal of Economic Entomology,10.1603/EC12278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885586453&doi=10.1603%2fEC12278&partnerID=40&md5=7862e6e7fe6adbdb2a56de9b7063bc46,"Department of Biosystems Engineering, 75A Chancellor's Circle, University of Manitoba, Winnipeg, MB, R3T 2N2, Canada; Department of Grain Science and Industry, 201 Shellenbeiger Hall, Kansas State University, Manhattan KS 66506, United States; Agriculture and Agri-Food Canada, Cereal Research Centre, 195 Dafoe Road, Winnipeg, MB, R3T 2M9, Canada",,English,00220493,
Scopus,An algorithmic approach to missing data problem in modeling human aspects in software development,"Background: In our previous research, we built defect prediction models by using confirmation bias metrics. Due to confirmation bias developers tend to perform unit tests to make their programs run rather than breaking their code. This, in turn, leads to an increase in defect density. The performance of prediction model that is built using confirmation bias was as good as the models that were built with static code or churn metrics. Aims: Collection of confirmation bias metrics may result in partially ""missing data"" due to developers' tight schedules, evaluation apprehension and lack of motivation as well as staff turnover. In this paper, we employ Expectation-Maximization (EM) algorithm to impute missing confirmation bias data. Method: We used four datasets from two large-scale companies. For each dataset, we generated all possible missing data configurations and then employed Roweis' EM algorithm to impute missing data. We built defect prediction models using the imputed data. We compared the performances of our proposed models with the ones that used complete data. Results: In all datasets, when missing data percentage is less than or equal to 50% on average, our proposed model that used imputed data yielded performance results that are comparable with the performance results of the models that used complete data. Conclusions: We may encounter the ""missing data"" problem in building defect prediction models. Our results in this study showed that instead of discarding missing or noisy data, in our case confirmation bias metrics, we can use effective techniques such as EM based imputation to overcome this problem.",Confirmation bias; Expectation Maximisation (EM) algorithm; Handling missing data; Software defect prediction,"Calikli G., Bener A.",2013,Conference,ACM International Conference Proceeding Series,10.1145/2499393.2499394,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969289901&doi=10.1145%2f2499393.2499394&partnerID=40&md5=e458cb6afb989c80cc852bdd077edceb,"Data Science Laboratory, Dept. of Mechanical and Industrial Engineering, Ryerson University, Canada",Association for Computing Machinery,English,,9781450320160
Scopus,Using knowledge management and aggregation techniques to improve web effort estimation,"Effort estimation is one of the main pillars of sound project management as its accuracy can affect significantly whether projects will be delivered on time and within budget. However, due to being a complex domain, there are countless examples of companies that underestimate effort, and such estimation error can be of 30%-40% on average, thus leading to serious project management problems (Jørgensen & Grimstad, 2009). The contribution of this chapter is twofold: 1) to explain the knowledge management methodology employed to build industrial expert-based Web effort estimation models, such that other companies willing to develop such models can do so and 2) to provide a wider understanding on the fundamental factors affecting Web effort estimation and their relationships via a mechanism that partially aggregates the expert-based Web effort estimation models built. © 2013 by IGI Global. All rights reserved.",,"Mendes E., Baker S.",2013,Book Chapter,Knowledge-Based Processes in Software Development,10.4018/978-1-4666-4229-4.ch005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944724154&doi=10.4018%2f978-1-4666-4229-4.ch005&partnerID=40&md5=cef4d282ecce13b2db6f762dbb634ac6,"Blekinge Institute of Technology, School of Computing, Karlskrona, Sweden; Cambridge University, Computer Laboratory, United Kingdom",IGI Global,English,,9781466642300; 1466642297; 9781466642294
Scopus,Realising Web effort estimation: A qualitative investigation,"Context: Reliable effort estimation is essential for better management of Web projects, hence the need to identify what are the key factors that affect effort estimates for new Web projects and how they are inter-related. Objective: This paper improves our understanding of Web effort estimation using as basis the knowledge of Web effort estimation experts. Method: We employed qualitative research with the participation of four different Web development companies in Manaus (Brazil) using semi-structured interviews for data collection; our data analysis was carried out using Grounded Theory-based procedures to identify and combine factors affecting the estimation effort of Web projects. Results: We identified four main groupings (categories) of factors - Web project, Web development complexity, Web development team, and Clients. Each of these groupings contains a set of factors that impact upon Web effort estimation. Conclusions: This is the first time that qualitative research is employed in the field of Web effort estimation to further understand and help improve this process. In addition, some of the factors found had never been identified in any of the previous studies in this field, thus suggesting that the use of Grounded Theory-based procedures may provide a way to enrich our understanding of the phenomenon under investigation via the identification of factors that overlap and also complement those from previous studies. Copyright 2013 ACM.",Grounded-theory; Qualitative studies; Web effort estimation; Web effort predictors; Web project management,"Matos O., Fortaleza L., Conte T., Mendes E.",2013,Conference,ACM International Conference Proceeding Series,10.1145/2460999.2461002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877264660&doi=10.1145%2f2460999.2461002&partnerID=40&md5=5f3764f837ed9d54883918214e86ceb0,"Institute of Computing, Federal University of Amazonas, Brazil; School of Computing, Blekinge Institute of Technology, Brazil",,English,,9781450318488
Scopus,"Software engineering productivity: Concepts, issues and challenges","Software engineering productivity has been widely studied, but there are many issues that remain unsolved. Interesting works related to new metrics and more replications of past productivity analysis have emerged, however, in order to fulfill these unsolved issues, a consensus about influencing factors and well recognized and useful sets of inputs and outputs for using in measurements must be reached. In this regard, a clear state of the art may shed light on further research in software engineering productivity, which remains a promising research area. In this paper, general concepts of software engineering productivity along with general issues and recent challenges that need further attention from the research community are presented. © 2013, IGI Global.",,"Hernández-López A., Colomo-Palacios R., García-Crespo A., Cabezas-Isla F.",2013,Book Chapter,Perspectives and Techniques for Improving Information Technology Project Management,10.4018/978-1-4666-2800-7.ch006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944405261&doi=10.4018%2f978-1-4666-2800-7.ch006&partnerID=40&md5=d85313c58864ddecfeb26ad9b6f059ad,"Computer Science Department, Universidad Carlos III, Madrid, Spain",IGI Global,English,,9781466628014; 1466628006; 9781466628007
Scopus,Productivity in software engineering: A study of its meanings for practitioners - Understanding the concept under their standpoint,"Productivity is a complex concept to be measured or even defined. In software engineering, productivity measurement have focused on the productivity of product delivery, perhaps influenced in part by the formulas used to estimate software projects. These measures have been used in various levels of measurement, from high levels such as organization level to the lowest level: the software engineer. In this paper, the results of an exploratory study about the definition of productivity from the point of view of software engineers are presented. Thus, a definition close to what software engineers do in their day to day is obtained. Furthermore, this definition is compared with the definitions of productivity as defined and used in the scientific literature so far. © 2012 AISTI.",measurement; productivity; software engineer,"Hernández-López A., Colomo-Palacios R., García-Crespo Á.",2012,Conference,"Iberian Conference on Information Systems and Technologies, CISTI",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869066350&partnerID=40&md5=72b15cf80c092d6fa936c5cd61ea159b,"Departamento Informática, Universidad Carlos III de Madrid, Madrid, Spain",,Portuguese,21660727,9789899624771
Scopus,Software cost modelling and estimation using artificial neural networks enhanced by input sensitivity analysis,"This paper addresses the issue of Software Cost Estimation (SCE) providing an alternative approach to modelling and prediction using Artificial Neural Networks (ANN) and Input Sensitivity Analysis (ISA). The overall aim is to identify and investigate the effect of the leading factors in SCE, through ISA. The factors identified decisively influence software effort in the models examined and their ability to provide sufficiently accurate SCEs is examined. ANN of variable topologies are trained to predict effort devoted to software development based on past (finished) projects recorded in two publicly available historical datasets. The main difference with relevant studies is that the proposed approach extracts the most influential cost drivers that describe best the effort devoted to development activities using the weights of the network connections. The approach is validated on known software cost data and the results obtained are assessed and compared. The ANN constructed generalise efficiently the knowledge acquired during training providing accurate effort predictions. The validation process included predictions with only the most highly ranked attributes among the original cost attributes of the datasets and revealed that accuracy performance was maintained at same levels. The results showed that the combination of ANN and ISA is an effective method for evaluating the contribution of cost factors, whereas the subsets of factors selected did not compromise the accuracy of the prediction results. © J.UCS.",Artificial neural networks; Input sensitivity analysis; Software cost estimation,"Papatheocharous E., Andreou A.S.",2012,Journal,Journal of Universal Computer Science,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868293985&partnerID=40&md5=25af3cd97037fb4edfa1307a6b8a1c5a,"University of Cyprus, Nicosia, Cyprus; Cyprus University of Technology, Lemesos, Cyprus",,English,0948695X,
Scopus,Alternative methods using similarities in software effort Estimation,"A large variety of methods has been proposed in the literature about Software Cost Estimation, in order to increase accuracy when predicting the effort of developing new projects. Estimation by Analogy is one of the most studied techniques in this area the last 20 years. The popularity of the methodology can be explained by its accordance to human problem thinking and solving, the straightforward interpretation and the usually comparable accuracy to other methodologies. Furthermore, the methodology is essentially a special case of non-parametric regression, easily implementable and free of theoretical assumptions, based on the notion of ""similarity"" which is used to define ""neighbors"". All of these reasons led us to study the technique in more depth, considering alternative ways to exploit similarities, in order to assign weights to neighbors. In this paper, our aim is to review the existing weighting practices and explore some new iterative procedures from matrix algebra, which transform a similarity matrix to a bi-stochastic matrix (a matrix with row and column summing to 1). Specifically, we apply algorithms such as the Sinkhorn-Knopp and the Bregmanian Bi-Stochastication to similarity matrices of well-known software cost datasets in order to derive matrices that assign weights to the neighbors used for effort estimates. We investigate the sensitivity of the results with respect to the similarity function, focusing on a Gaussian kernel matrix with a tuning parameter. The promising results show that the new methods deserve a more thorough investigation and can be considered as generalization of the Estimation by Analogy method. Copyright © 2012 ACM.",Bregmanian bi-stochastication; Estimation by analogy; Iterative algorithms; Keywords software effort estimation; Sinkhorn - knopp,"Kosti M.V., Mittas N., Angelis L.",2012,Conference,ACM International Conference Proceeding Series,10.1145/2365324.2365333,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867698238&doi=10.1145%2f2365324.2365333&partnerID=40&md5=c0f404484ca89d6682c99fab8f92d232,"Department of Informatics, Aristotle University, Thessaloniki, 54124, Greece",,English,,9781450312417
Scopus,Discretization methods for NBC in effort estimation: An empirical comparison based on ISBSG projects,"Background: Bayesian networks have been applied in many fields, including effort estimation in software engineering. Even though there are Bayesian inference algorithms than can handle continuous variables, performance tends to be better when these variables are discretized that when they are assumed to follow a specific distribution. On the other hand, the choice of the discretization method and the number of discretized intervals may lead to significantly different estimating results. However, discretization issues are seldom mentioned in software engineering effort estimation models. Aim: This paper seeks to show that discretization issues are important in terms of prediction accuracy while building a Naive Bayes Classifier (NBC) for estimating software effort. Method: For this purpose, a NBC model has been developed for software effort estimation based on ISBSG projects applying different discretization schemes (equal width intervals, equal frequency intervals, and k-means clustering) and using different number of intervals. Results: Regarding the NBC model built, the estimation accuracy of equal frequency discretization is only improved by k-means clustering with respect to Pred(0.25), although it reflects better the original distribution. Conclusions: Further experimentation should determine the potential of clustering methods already highlighted in other fields. Copyright 2012 ACM.",Bayesian networks; Discretization methods; Effort estimation; ISBSG; Naive bayes classifier; Software projects,"Fernández-Diego M., Torralba-Martínez J.-M.",2012,Conference,International Symposium on Empirical Software Engineering and Measurement,10.1145/2372251.2372268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867564079&doi=10.1145%2f2372251.2372268&partnerID=40&md5=b54f72fec6eb9a12f65ba9f032c00c04,"Department of Business Administration, Universitat Politècnica de València, 46022 Valencia, Spain",,English,19493770,
Scopus,Using unreliable data for creating more reliable online learners,"Some machine learning applications involve the question of whether or not to use unreliable data for the learning. Previous work shows that learners trained using unreliable data in addition to reliable data present either similar or worse performance than learners trained solely on reliable data. Such learners frequently use unreliable data as if they were reliable and consider only the offline learning scenario. The present paper shows that it is possible to use unreliable data to improve the performance in online learning scenarios with a pre-existing set of unreliable data. We propose an approach called Dynamic Un+Reliable data learners (DUR) able to determine when unreliable data could be useful by maintaining a fixed size weighted memory of unreliable data learners. The weights represent how well learners perform for the current concept and are updated throughout DUR's lifetime. This approach manages not only to outperform an approach which uses only reliable data, but also an approach which uses unreliable data as if they were reliable. Moreover, the variance in performance is reduced in comparison to the approach which uses only reliable data. In other words, DUR is a more reliable learner. © 2012 IEEE.",,"Minku L.L., Yao X.",2012,Conference,Proceedings of the International Joint Conference on Neural Networks,10.1109/IJCNN.2012.6252711,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865095163&doi=10.1109%2fIJCNN.2012.6252711&partnerID=40&md5=0973fa011f63d3901d93aa62510b1a58,"Centre of Excellence for Research in Computational Intelligence and Applications, School of Computer Science, University of Birmingham Edgbaston, Birmingham, B15 2TT, United Kingdom",,English,,9781467314909
Scopus,A proposal for simplified model-based cost estimation models,"Most cost estimation models require a measure of the functional size of the application to be developed. To this end, FPA (Function Point Analysis) is one of the most used functional size measurement methods. FPA was originally proposed for traditional data processing systems, but it has been successfully adapted also to measure real-time and embedded systems. Since functional size measurement according to FPA can be quite expensive and time consuming, researchers have proposed ""simplified"" processes, which are expected to provide reasonably accurate measures, but require less effort and time. In this paper, we illustrate the application of these simplified techniques to UML models of software, via a precise mapping between UML elements and the so-called Basic Functional Components, upon which FPA measurement is based. As a result, it is possible to decrease the cost of modeling, and consequently the cost of measurement and estimation. The relatively low cost of the estimation models also allows developers to build different alternative models, to perform what-if analyses and choose the most economically sensible option. © 2012 Springer-Verlag.",Function Point Analysis; Functional Size Measurement; Measurementoriented modeling; Model-based measurement; Simplified functional size measurement,"Del Bianco V., Lavazza L., Morasca S.",2012,Conference,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-642-31063-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862205307&doi=10.1007%2f978-3-642-31063-8_6&partnerID=40&md5=52c937505a1ba590dc1e664cb665366b,"Università degli Studi dell'Insubria, Dipartimento di Informatica e Comunicazione, Via Mazzini, 5, Varese 21100, Italy",,English,03029743,9783642310621
Scopus,A hybrid software cost estimation approach utilizing decision trees and fuzzy logic,"Software cost estimation (SCE) is one of the critical activities in software project management. During the past decades various models have been proposed for SCE. However, developing accurate and useful models is limited in practice despite the considerable financial gain they could offer to software stakeholders. Traditional techniques, such as regression, by-analogy and machine learning, face the difficulty of handling the dynamic nature of the software process and the problematic nature of the public data available. This paper addresses the issue of SCE proposing an alternative approach that combines robust decision tree structures with fuzzy logic. Fuzzy decision trees are generated using the CHAID and CART algorithms in a systematic manner, while development effort is treated as the dependent variable against two subsets of factors: The first contains selected attributes from the ISBSG, COCOMO and DESHARNAIS datasets and the second contains a subset of the available factors that can be measured early in the development cycle. The association rules obtained from the trees are then merged and defuzzified through a Fuzzy Implication System (FIS). The fuzzy framework is utilized to perform effort estimations. Experimental results indicate that the proposed approach is promising as it yields quite accurate estimations in most dataset cases considered. Finally, our evaluation suggests that accurate estimations may be produced, even when using only a small set of factors that can be measured early in the development cycle, thus increasing the practical value of the proposed cost model. © 2012 World Scientific Publishing Company.",decision trees; fuzzy implication systems; fuzzy logic; Software cost estimation,"Papatheocharous E., Andreou A.S.",2012,Journal,International Journal of Software Engineering and Knowledge Engineering,10.1142/S0218194012500106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863442324&doi=10.1142%2fS0218194012500106&partnerID=40&md5=9e22f7120cf0caf12147a1331fea6371,"Department of Computer Science, University of Cyprus, 75 Kallipoleos Street, CY1678, Nicosia, Cyprus; Department of Computer Engineering and Informatics, Cyprus University of Technology, 31 Archbishop Kyprianos Street, 3036 Lemesos, Cyprus",,English,02181940,
Scopus,Confirming distortional behaviors in software cost estimation practice,"Cost estimation of software projects is an important management activity. Despite research efforts the accuracy of estimates does not seem to improve. In this paper we confirm intentional distortions of estimates reported in a previous study. This study is based on questionnaire responses from 48 software practitioners from eight different companies. The results of the questionnaire suggest that prevalence of intentional distortions is affected by the organizational type and the development process in use. Further, we extend the results with information about three companies' estimation practices and related distortions collected in interviews with three managers. Lastly, based on these results and additional organizational politics theory we describe organizational politics tactics that affect cost estimates. © 2011 IEEE.",,"Magazinius A., Feldt R.",2011,Conference,"Proceedings - 37th EUROMICRO Conference on Software Engineering and Advanced Applications, SEAA 2011",10.1109/SEAA.2011.61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955178155&doi=10.1109%2fSEAA.2011.61&partnerID=40&md5=1ff1b183158d3f114a6af5e651743667,"Computer Science and Engineering, Chalmers University of Technology, Gothenburg, Sweden",,English,,9780769544885
Scopus,Search-Based approaches for software development effort estimation,"In the last years the use of Search-Based techniques has been suggested to estimate software development effort. These techniques are meta-heuristics able to find optimal or near optimal solutions to problems characterized by large space. In the context of effort estimation Search-Based approaches can be exploited to build estimation models or to enhance the effectiveness of other methods. The preliminary investigations carried out so far have provided promising results. Nevertheless, the capabilities of these approaches have not been fully explored and the empirical analyses carried out so far have not considered the more recent recommendations on how to perform this kind of empirical assessment in the effort estimation context and in Search-Based Software Engineering. The main aim of the PhD dissertation is to provide an insight on the use of Search-Based techniques for effort estimation trying to highlight strengths and weaknesses. Copyright 2010 ACM.",Empirical study; Search-Based Software Engineering; Software development effort estimation,Sarro F.,2011,Conference,ACM International Conference Proceeding Series,10.1145/2181101.2181111,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865618736&doi=10.1145%2f2181101.2181111&partnerID=40&md5=4f68fab28353e3d1377f64cdb2d75542,"University of Salerno, Via Ponte don Melillo, 8404 Fisciano (SA), Italy",,English,,9781450307833
Scopus,Economies and diseconomies of scale in software development,"Economies and diseconomies of scale-gains and losses in productivity arising from increases in project size-are of considerable, practical importance in software engineering. However, there is no consensus as to whether, in general, economies or diseconomies exist with respect to project size; neither is there any consensus on the relationship among project size, team size, and overall productivity. Using evidence from a large database of projects, this paper derives a simple parametric model for estimating development effort in terms of size and productivity factors. The model is compared with popular estimation models-the Putnam model and COCOMO II-and a possible explanation is provided for the lack of consensus. By considering also the value of the software produced, the model provides a basis for the calculation of the optimal team size for a given task, with respect to the anticipated net benefit from the development activity. © 2011 John Wiley & Sons, Ltd.",scale economies; software economics; team size,"Comstock C., Jiang Z., Davies J.",2011,Journal,Journal of Software Maintenance and Evolution,10.1002/smr.526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155135084&doi=10.1002%2fsmr.526&partnerID=40&md5=773793ec8cbfb45e0049ea05fd390117,"University of Oxford, Oxford, United Kingdom; Birmingham Business School, Birmingham, United Kingdom",,English,1532060X,
