"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Influence of team size and defect detection technique on inspection effectiveness","S. Biffl; W. Gutjahr","Inst. for Software Technol., Vienna Univ. of Technol., Austria; NA","Proceedings Seventh International Software Metrics Symposium","7 Aug 2002","2001","","","63","75","Inspection team size and the set of defect detection techniques used by the team are major characteristics of the inspection design, which influences inspection effectiveness, benefit and cost. The authors focus on the inspection performance of a nominal, that is non-communicating team, similar to the situation of an inspection team after independent individual preparation. We propose a statistical model based on empirical data to calculate the expected values for the inspection effectiveness and effort of synthetic nominal teams. Further, we introduce an economic model to compute the inspection benefits, net gain, and return on investment. With these models we determine (a) the best mix of reading techniques (RTs) to maximize the average inspection performance for a given team size, (b) the optimal team size and RT mix for a given inspection time budget, and (c) the benefit of an additional inspector for a given team size. Main results of the investigation with data from a controlled experiment are: (a) benefits of an additional inspector for a given RT diminished quickly with growing team size, thus, above a given team size a mix of different RTs is more effective and has a higher net gain than using only one RT; (b) the cost-benefit model limits team size, since the diminishing gain of an additional inspector at some point is more than offset by his additional cost.","1530-1435","0-7695-1043-4","10.1109/METRIC.2001.915516","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=915516","","Inspection;Statistics;Decision support systems;Investments;Costs;Financial management;Quality management;Project management;Feedback;Programming","software cost estimation;inspection;software metrics;economics","defect detection technique;inspection effectiveness;inspection team size;defect detection techniques;inspection design;inspection performance;non-communicating team;inspection team;statistical model;empirical data;synthetic nominal teams;economic model;inspection benefits;net gain;return on investment;reading techniques;average inspection performance;optimal team size;RT mix;inspection time budget;cost-benefit model","","3","","22","","7 Aug 2002","","","IEEE","IEEE Conferences"
"Early Phase Cost Models for Agile Software Processes in the US DoD","W. Rosa; R. Madachy; B. Clark; B. Boehm","IT Estimating Div., Naval Center for Cost Anal., Washington, DC, USA; Dept. of Syst. Eng., Naval Postgrad. Sch., Monterey, CA, USA; Software Metrics, Inc., Haymarket, VA, USA; USC Center for Syst. & Software Eng., Univ. of Southern California, Los Angeles, CA, USA","2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM)","11 Dec 2017","2017","","","30","37","Background: Software effort estimates are necessary and critical at an early phase for decision makers to establish initial budgets, and in a government context to select the most competitive bidder for a contract. The challenge is that estimated software requirements is the only size information available at this stage, compounded with the newly increasing adoption of agile processes in the US DoD. Aims: The objectives are to improve cost estimation by investigating available sizing measures, and providing practical effort estimation models for agile software development projects during the contract bidding phase or earlier. Method: The analysis explores the effects of independent variables for product size, peak staff, and domain on effort. The empirical data for model calibration is from 20 industrial projects completed recently for the US DoD, among a larger dataset of recent projects using other lifecycle processes. Results: Statistical results showed that initial software requirements is a valid size metric for estimating agile software development effort. Prediction accuracy improves when peak staff and domain are added as inputs to the cost models. Conclusion: These models may be used for estimates of agile projects, and evaluating software development contract cost proposals with inputs available during the bidding phase or earlier.","","978-1-5090-4039-1","10.1109/ESEM.2017.10","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8170082","agile software processes;software cost estimation;software effort;software size;software requirements;requirements volatility;peak staff;domain;productivity;interfaces","Software;US Department of Defense;Estimation;Complexity theory;Contracts;Size measurement","contracts;costing;military computing;project management;software cost estimation;software engineering","early phase cost models;software effort estimates;sizing measures;software development contract cost proposals;agile software development effort;peak staff;product size;agile software development projects;cost estimation;agile processes;estimated software requirements;competitive bidder;government context;decision makers;US DoD;agile software processes","","","","38","","11 Dec 2017","","","IEEE","IEEE Conferences"
"Estimating the size of Web applications by using a simplified function point method","E. J. D. Candido; R. Sanches","Inst. de Ciencias Matematica e de Computacao, Sao Paulo Univ., Brazil; Inst. de Ciencias Matematica e de Computacao, Sao Paulo Univ., Brazil","WebMedia and LA-Web, 2004. Proceedings","6 Dec 2004","2004","","","98","105","Software size estimation is a key factor to determine the amount of time and effort needed to develop software systems, and the Web applications are no exception. In this paper a simplified way of the IFPUG (International Function Point Users Group) function points based on the simplification ideas suggested by NESMA (Netherlands Software Metrics Association) to estimate size of management information systems is presented. In an empirical study, twenty Web applications were analyzed. The estimates using the simplified method were close to the ones using the IFPUG detailed method. Based on the results, it was possible to establish a simplified method to estimate the size of Web applications according to the development characteristics of the studied company.","","0-7695-2237-8","10.1109/WEBMED.2004.1348154","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1348154","","Application software;Software quality;Management information systems;Software maintenance;Software measurement;Software systems;Software metrics;Quality management;Software development management;Costs","Internet;software metrics;software cost estimation;management information systems","Web application size estimation;simplified function point method;software size estimation;International Function Point Users Group;Netherlands Software Metrics Association;management information systems","","5","","29","","6 Dec 2004","","","IEEE","IEEE Conferences"
"Experimental Study of Quantitative Analysis of Maintenance Effort Using Program Slicing-Based Metrics","R. G. Kula; K. Fushida; N. Yoshida; H. Iida","NAIST, Ikoma, Japan; R&D Headquarters, NTT Data Corp., Tokyo, Japan; NAIST, Ikoma, Japan; NAIST, Ikoma, Japan","2012 19th Asia-Pacific Software Engineering Conference","18 Feb 2013","2012","2","","50","57","During the software development lifecycle, studies have shown that over 75% of project costs originate from the maintenance phase. Analysis of the processes within the maintenance phase could prove beneficial since most maintenance activities revolve around source code. Accurate estimations of the maintenance effort spent on code changes would enable cost effective management of resources. In this research, we investigate a quantitative approach to express maintenance effort, for which a set of program-sliced metrics is proposed. Using the time to resolve an issue as a measure of maintenance effort, we evaluated our proposed metrics against the basic code-based metrics Lines of Code and McCabe's Cyclomatic Complexity. To eliminate outside factors, we performed an experimental case study on a set of pre-defined maintenance activities. Results suggest that program slicing metrics have the strongest correlation with maintenance effort, exhibiting a moderate degree of correlation with maintenance effort. In contrast, Lines of Code has a weak correlation with maintenance effort. This study contributes to our ongoing research into the analysis of maintenance processes.","1530-1362","978-1-4673-4930-7","10.1109/APSEC.2012.105","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6462781","Micro Process;Software Metrics;Program Slicing;Software Maintenance","Maintenance engineering;Software;Complexity theory;Correlation;Size measurement;Layout","program diagnostics;project management;software cost estimation;software maintenance;software management;software metrics","quantitative analysis;maintenance effort;program slicing-based metrics;software development lifecycle;project cost;maintenance phase;source code;cost effective management;code-based metrics;lines of code;cyclomatic complexity;maintenance process;software metrics","","2","","33","","18 Feb 2013","","","IEEE","IEEE Conferences"
"MONSET-a prototype software development estimating tool","B. Srinivasan; G. Martin","Dept. of Comput. Technol., Monash Univ., Clayton, Vic., Australia; Dept. of Comput. Technol., Monash Univ., Clayton, Vic., Australia","Proceedings of 3rd Symposium on Assessments of Quality Software Development Tools","6 Aug 2002","1994","","","70","82","The development of large-scale computer software has traditionally been a difficult cost estimation problem. Software has been developed for more than thirty years and it is reasonable to expect that the experience gained in this time, would make software development effort predictions more reliable. One way by which an organisation can benefit from past projects is to measure, track and control each project and use the collected results to assist future project estimation. This paper describes a hybrid model for software effort prediction and its validation against available data on some large software projects. A prototype software development estimation system (MONSET-Monash Software Estimating Tool) based on the proposed model is described. The system aims to provide guidance for project managers during the software development process.<>","","0-8186-5660-3","10.1109/AQSDT.1994.315761","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=315761","","Software prototyping;Programming;Costs;Predictive models;Software metrics;Software measurement;Software development management;Lab-on-a-chip;Large-scale systems;Software tools","software metrics;software cost estimation;software tools","prototype software development estimating tool;MONSET;large-scale computer software;cost estimation problem;project estimation;hybrid model;software effort prediction;large software projects;prototype software development estimation system;Monash Software Estimating Tool;project managers","","1","","17","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A fuzzy logic based set of measures for software project similarity: validation and possible improvements","A. Idri; A. Abran","Software Eng. Manage. Res. Lab., UQAM, Montreal, Que., Canada; NA","Proceedings Seventh International Software Metrics Symposium","7 Aug 2002","2001","","","85","96","The software project similarity attribute has not yet been the subject of in-depth study, even though it is often used when estimating software development effort by analogy. Among the inadequacies identified (M. Shepperd et al., 1996; 1997) in most of the proposed measures for the similarity attribute, the most critical is that they are used only when the software projects are described by numerical variables (interval, ratio or absolute scale). However, in practice, many factors which describe software projects, such as the experience of programmers and the complexity of modules, are measured in terms of an ordinal (or nominal) scale composed of qualifications such as 'low' and 'high'. To overcome this limitation, we propose a set of new measures based on fuzzy logic for similarity when the software projects are described by categorical data. The proposed measures are validated by means of an axiomatic validation approach. We also present the results of an empirical validation of our similarity measures, based on the COCOMO'81 database.","1530-1435","0-7695-1043-4","10.1109/METRIC.2001.915518","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=915518","","Fuzzy logic;Software measurement;Qualifications;Programming profession;Databases;Software engineering;Engineering management;Laboratories;Computer science;Software metrics","project management;software metrics;fuzzy logic;software cost estimation","fuzzy logic based measures;software project similarity attribute;software development effort estimation;similarity attribute;software projects;numerical variables;programmers;fuzzy logic;categorical data;axiomatic validation approach;empirical validation;similarity measures;COCOMO 81 database","","10","","24","","7 Aug 2002","","","IEEE","IEEE Conferences"
"Rough set-based data analysis in goal-oriented software measurement","G. Ruhe","Inst. for Exp. Software Eng., Fraunhofer Gesellschaft, Kaiserslautern, Germany","Proceedings of the 3rd International Software Metrics Symposium","6 Aug 2002","1996","","","10","19","The analysis of software engineering data is often concerned with the treatment of incomplete knowledge, the management of inconsistent pieces of information and the manipulation of various data representation levels. Existing techniques of data analysis are mainly based on quite strong assumptions (some knowledge about dependencies, probability distributions, and a large number of experiments), are unable to derive conclusions from incomplete knowledge, or cannot manage inconsistent pieces of information. A rough set is a collection of objects which, in general, cannot be precisely characterized in terms of the values of the set of attributes, while a lower and an upper approximation of the collection can do so. Rough sets have been successfully applied for data analysis in different areas. In this paper, the approach is applied to the analysis of software engineering data resulting from goal-oriented measurement. Fundamental principles and concepts of rough sets are presented. They are illustrated by an example predicting the criticality of software modules based on metrics data from the early development phases. In a further application, analysis of COCOMO (COnstructive COst MOdel) cost drivers is studied.","","0-8186-7365-6","10.1109/METRIC.1996.492439","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=492439","","Data analysis;Software measurement;Software engineering;Knowledge management;Rough sets;Costs;Information analysis;Engineering management;Probability distribution;Application software","software metrics;data analysis;fuzzy set theory;software cost estimation;subroutines","rough sets;data analysis;goal-oriented software measurement;software engineering data;incomplete knowledge;inconsistent information;data representation levels;dependencies;probability distributions;conclusions derivation;attribute set values;approximation;software module criticality prediction;software metrics;early development phases;COCOMO cost drivers;constructive cost model;learning by example;uncertainty management","","6","","29","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A vector-based approach to software size measurement and effort estimation","T. E. Hastings; A. S. M. Sajeev","Sch. of Comput. Sci. & Software Eng., Monash Univ., Caulfield East, Vic., Australia; NA","IEEE Transactions on Software Engineering","7 Aug 2002","2001","27","4","337","350","Software size is a fundamental product measure that can be used for assessment, prediction and improvement purposes. However, existing software size measures, such as function points, do not address the underlying problem complexity of software systems adequately. This can result in disproportional measures of software size for different types of systems. We propose a vector size measure (VSM) that incorporates both functionality and problem complexity in a balanced and orthogonal manner. The VSM is used as the input to a vector prediction model (VPM) which can be used to estimate development effort early in the software life-cycle. We theoretically validate the approach against a formal framework. We also empirically validate the approach with a pilot study. The results indicate that the approach provides a mechanism to measure the size of software systems, classify software systems, and estimate development effort early in the software life-cycle to within /spl plusmn/20% across a range of application types.","1939-3520","","10.1109/32.917523","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=917523","","Size measurement;Software measurement;Software systems;Software quality;Predictive models;Life estimation;Application software;Testing;Software metrics;Programming","software cost estimation;software metrics;size measurement;algebraic specification;computational complexity;vectors","software size measurement;software development effort estimation;vector size measure;vector prediction model;problem complexity;functionality;software life-cycle;formal framework;pilot study;software systems classification;application types;algebraic specification;gradient;magnitude;semantic properties;software metrics;software specification;syntactic properties;validation","","52","","32","","7 Aug 2002","","","IEEE","IEEE Journals"
"Understanding of estimation accuracy in software development projects","S. Grimstad","Simula Res. Lab., Lysaker, Norway","11th IEEE International Software Metrics Symposium (METRICS'05)","24 Oct 2005","2005","","","2 pp.","42","Over the past decades large investments in software engineering research and development have been made by academia and the software industry. These efforts have produced considerably insight in the complex domain of software development, and have paid off in the shape of the improved tools, languages, methodologies and techniques. However, a recent review of estimation survey documents that less progress has been made in the area of estimation performance. This is a major concern for the software industry, as lack of estimation performance often causes budget overruns, delays, lost contracts or poor quality software. Because of these rather dramatic consequences, there is a high demand for more research on the topic of effort estimation in software development projects. That demand motivated this PhD. The thesis is written at the Estimation Group at Simula Research Laboratory in Oslo, Norway. The work is supervised by professor Magne Jorgensen, and is part of the SPIKE (Software Process Improvement based on Knowledge and Experience) project which is funded by the Norwegian Research Council","1530-1435","0-7695-2371-4","10.1109/METRICS.2005.50","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1509320","","Programming;Computer industry;Software performance;Software quality;Delay estimation;Investments;Software engineering;Research and development;Shape;Contracts","software cost estimation;software development management;software metrics;software process improvement;software quality","software estimation;software development projects;software engineering;software industry;software quality;software process improvement","","2","","5","","24 Oct 2005","","","IEEE","IEEE Conferences"
"Estimating the size of changes for evolving object oriented systems: a case study","G. Antoniol; G. Canfora; A. De Lucia","Fac. of Eng., Sannio Univ., Benevento, Italy; NA; NA","Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403)","6 Aug 2002","1999","","","250","258","Size related measures have traditionally been the basis for effort estimation models to predict costs of software activities along the entire software product life cycle. Object-Oriented (OO) systems are developed and evolve by adding/removing new classes and modifying existing entities. We propose an approach to predict the size of changes of evolving OO systems based on the analysis of the classes impacted by a change request. Our approach can be used both in iterative development processes or during software maintenance. A first empirical evaluation of the proposed approach has been obtained by applying our tools to the post-release evolution of OO software systems available on the net. The systems were analyzed, and models to predict added modified LOCs from added/modified classes were statistically validated. In the paper preliminary results of the above outlined evaluation is presented.","","0-7695-0403-5","10.1109/METRIC.1999.809746","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=809746","","Object oriented modeling;Predictive models;Size measurement;Software measurement;Life estimation;Costs;Iterative methods;Software maintenance;Software systems;Lab-on-a-chip","software maintenance;software cost estimation;object-oriented programming","object oriented systems;size related measures;software cost estimation;software product life cycle;software maintenance","","5","","40","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Early & Quick function point: sizing more with less","L. Santillo; M. Conte; R. Meli","Data Process. Organ., Italy; Data Process. Organ., Italy; Data Process. Organ., Italy","11th IEEE International Software Metrics Symposium (METRICS'05)","24 Oct 2005","2005","","","6 pp.","6","The Early & Quick technique was originally proposed in 1997 for IFPUG Function Points, to size software in early stages of the development process, when functional requirements are still to be established in a detailed form and/or when a rapid measure is needed for existing software from a high-level viewpoint, within limited time. Typical lack of measurement details and requirements volatility in early project stages are overcome by the E&Q approach to provide a size estimate as a significant contribution to early project planning needs. Fundamental principles of the technique are classification by analogy, functionality structured aggregation, and multilevel approach, with statistical validation of numerical ranges. Recently, the technique has evolved, to fully comply with any functional size measurement method (ISO/IEC 14143:1998), so to cover new generation methods (e.g., COSMIC Full FP 2.2) and updated releases of existing methods (e.g., IFPUG FP 4.1 and 4.2). This paper describes the current technique release 2.0, application cases, validation results, supporting tools, and further improvement directions","1530-1435","0-7695-2371-4","10.1109/METRICS.2005.33","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1509284","","Productivity;High performance computing;Costs;Software measurement;Educational institutions;Time measurement;Environmental economics;Software libraries;Computer science;Radio access networks","software cost estimation;software development management;software metrics;statistical analysis","Early & Quick function point technique;software size;software development;functional requirements;size estimation;project planning;functionality structured aggregation;statistical validation;size measurement","","6","","11","","24 Oct 2005","","","IEEE","IEEE Conferences"
"A neuro-fuzzy tool for software estimation","X. Huang; D. Ho; J. Ren; L. F. Capretz","Western Ontario Univ., Canada; NA; NA; NA","20th IEEE International Conference on Software Maintenance, 2004. Proceedings.","22 Nov 2004","2004","","","520","","Accurate software estimation such as cost estimation, quality estimation and risk analysis is a major issue in software project management. We present a soft computing framework to tackle this challenging problem. We first use a preprocessing neuro-fuzzy inference system to handle the dependencies among contributing factors and decouple the effects of the contributing factors into individuals. Then we use a neuro-fuzzy bank to calibrate the parameters of contributing factors. In order to extend our framework into fields that lack of an appropriate algorithmic model of their own, we propose a default algorithmic model that can be replaced when a better model is available. Validation using industry project data shows that the framework produces good results when used to predict software cost.","1063-6773","0-7695-2213-0","10.1109/ICSM.2004.1357862","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357862","","Software tools;Software quality;Costs;Risk analysis;Project management;Inference algorithms;Computer industry;Software metrics;Predictive models;USA Councils","software cost estimation;risk analysis;fuzzy reasoning;project management;software development management;software quality;fuzzy neural nets;fuzzy systems","neuro-fuzzy tool;software estimation;cost estimation;quality estimation;risk analysis;software project management;soft computing;preprocessing neuro-fuzzy inference system;neuro-fuzzy bank","","8","","3","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Why we should use function points [software metrics]","S. Furey","American Manage. Syst., USA","IEEE Software","6 Aug 2002","1997","14","2","28","","Function point analysis helps developers and users quantify the size and complexity of software application functions in a way that is useful to software users. Are function points a perfect metric? No. Are they a useful metric? In the author's experience, yes. Function points are technologically independent, consistent, repeatable, and help normalize data, enable comparisons, and set project scope and client expectations. The author addresses these issues from the perspective of a practitioner who uses the International Function Point Users Group's Counting Practices Manual, Release 4.0 rules for counting function points. Of course, other function point standards exist, including Mark II and Albrecht's original rules.","1937-4194","","10.1109/52.582971","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=582971","","Lab-on-a-chip;Application software;Scheduling;Size measurement;Counting circuits;Software development management;Software measurement;Project management;Technology management;Books","software cost estimation;software metrics;software quality;software standards","function point analysis;software application function complexity;software users;useful metric;technologically independent;project scope;client expectations;practitioner;Counting Practices Manual;function point standards;Mark II;Albrecht rules","","17","","2","","6 Aug 2002","","","IEEE","IEEE Magazines"
"Evaluating software reuse alternatives: a model and its application to an industrial case study","A. Tomer; L. Goldin; T. Kuflik; E. Kimchi; S. R. Schach","RAFAEL Ltd., Haifa, Israel; NA; NA; NA; NA","IEEE Transactions on Software Engineering","24 Aug 2004","2004","30","9","601","612","We propose a model that enables software developers to systematically evaluate and compare all possible alternative reuse scenarios. The model supports the clear identification of the basic operations involved and associates a cost component with each basic operation in a focused and precise way. The model is a practical tool that assists developers to weigh and evaluate different reuse scenarios, based on accumulated organizational data, and then to decide which option to select in a given situation. The model is currently being used at six different companies for cost-benefit analysis of alternative reuse scenarios; we give a case study that illustrates how it has been used in practice.","1939-3520","","10.1109/TSE.2004.50","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1324647","Index Terms- Reuse models;cost estimation;maintenance management;software libraries;process metrics;process measurement;planning.","Application software;Computer industry;Computer aided software engineering;Computer Society;Software systems;Cost benefit analysis;Software maintenance;Software libraries;Software measurement;Process planning","software cost estimation;software reusability;software maintenance;software management;software metrics;cost-benefit analysis;software libraries","cost-benefit analysis;software reuse model;software cost estimation;maintenance management;software libraries;process metrics;process measurement;industrial case study","","34","","13","","24 Aug 2004","","","IEEE","IEEE Journals"
"An empirical assessment of function point-like object-oriented metrics","V. Del Bianco; L. Lavazza","CEFRIEL, Politecnico di Milano, Milan, Italy; CEFRIEL, Politecnico di Milano, Milan, Italy","11th IEEE International Software Metrics Symposium (METRICS'05)","24 Oct 2005","2005","","","10 pp.","40","Since object-oriented programming became a popular development practice, researchers and practitioners have defined several techniques aimed at measuring object-oriented software. Among these, several function point-like approaches have been proposed. However, mapping the concepts at the basis of function point analysis onto object-oriented concepts is not straightforward; therefore, there is the need to test the validity of FP-based object-oriented metrics. This paper presents an analysis of a set of programs developed by masteral students of a software engineering course employing object-oriented techniques (UML and Java). Different kinds of FP-based object-oriented metrics were applied, and the results analysed. The work done addresses questions like the following: is there a correlation between object-oriented FPs and LOCs? How do object-oriented FPs compare with the function points defined by Albrecht? How do object-oriented FPs compare with non FP-like OO metrics? How do object-oriented FPs compare with each other?","1530-1435","0-7695-2371-4","10.1109/METRICS.2005.9","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1509318","Object-oriented systems;size measures;Function Point Analysis;empirical validation","Software measurement;Software engineering;Unified modeling language;Object oriented programming;Testing;Java;Computer industry;Lab-on-a-chip;Size measurement;Availability","computer science education;educational courses;Java;object-oriented programming;software cost estimation;software metrics;Unified Modeling Language","function point-like object-oriented metrics;object-oriented programming;object-oriented software measurement;concept mapping;function point analysis;masteral students;software engineering course;UML;Java;object-oriented systems;size measurement","","5","","10","","24 Oct 2005","","","IEEE","IEEE Conferences"
"Analyzing Effect of Ensemble Models on Multi-Layer Perceptron Network for Software Effort Estimation","S. Shukla; S. Kumar; P. R. Bal",Indian Institute of Technology Roorkee; Indian Institute of Technology Roorkee; Indian Institute of Technology Roorkee,"2019 IEEE World Congress on Services (SERVICES)","29 Aug 2019","2019","2642-939X","","386","387","Effort Estimation is a very challenging task in the software development life cycle. Inaccurate estimations may cause client dissatisfaction and thereby, decrease the quality of the product. Considering the problem of software cost and effort estimation, it is conceivable to call attention to that the estimation procedure considers the qualities present in the data set, as well as the aspects of the environment in which the model is embedded. Existing literature have the instances where machine learning techniques have been used to estimate the effort required to develop any software. Yet it is quite uncertain for any particular model to perform well with all the data sets. In this paper, Multi-Layer Perceptron (MLPNN) and its ensembles are explored in order to improve the performance of software effort estimation process. Firstly, MLPNN, Ridge-MLPNN, Lasso-MLPNN, Bagging-MLPNN, and AdaBoost-MLPNN models are developed and, then, the performance of these models are compared on the basis of R2 score to find the best model fitting this dataset. Results obtained from the study demonstrate that the R2 score of AdaBoost-MLPNN is 82.213%, which is highest among all the models.","2642-939X","978-1-7281-3851-0","10.1109/SERVICES.2019.00116","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8817267","Machine Learning;Software Metrics;Predictive Model;Effort Estimation","Software;Estimation;Machine learning;Computer science;Correlation;Task analysis;Data models","learning (artificial intelligence);multilayer perceptrons;software cost estimation;software development management;software metrics","ensemble models;multilayer perceptron network;software development life cycle;software cost;software effort estimation process;Ridge-MLPNN;Lasso-MLPNN;Bagging-MLPNN;AdaBoost-MLPNN models;machine learning;software metrics;software development management","","1","","8","","29 Aug 2019","","","IEEE","IEEE Conferences"
"Features-Level Software Effort Estimation Using Machine Learning Algorithms","M. Hammad; A. Alqaddoumi","Department of Computer Science, Mutah University, Al Karak, Jordan; Department of Computer Science, University of Bahrain, Sakheer, Bahrain","2018 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)","3 Oct 2019","2018","","","1","3","Software effort estimation is a paramount mission in the software development process, which covered by project managers and software engineers. In the early stages, software system features are the only available measures. Therefore, cost estimation is a mission that comes under the planning stage of software venture management. In this paper, various machine learning algorithms are used to build software effort estimation models from software features. Artificial Neural Network (ANN), Support Vector Machines (SVM), K-star, and Linear Regression machine learning algorithms are evaluated on a public dataset with actual software efforts. Results showed that machine learning approach can be dependable on predicting the future effort of a software system.","","978-1-5386-9207-3","10.1109/3ICT.2018.8855752","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8855752","machine learning;software development;effort estimation;cost estimation","Software;Estimation;Machine learning algorithms;Support vector machines;Predictive models;Computational modeling;Artificial neural networks","learning (artificial intelligence);neural nets;project management;regression analysis;software cost estimation;software metrics;support vector machines","software venture management;software effort estimation models;software features;machine learning approach;features-level software effort estimation;software development process;software engineers;software system features;cost estimation;planning stage;support vector machines;linear regression machine learning algorithms;artificial neural network;K-star algorithm;ANN;SVM","","","","20","","3 Oct 2019","","","IEEE","IEEE Conferences"
"Applications of measurement in product-focused process improvement: a comparative industrial case study","A. Birk; P. Derks; D. Hamann; J. Hirvensalo; M. Oivo; E. Rodenbach; R. van Solingen; J. Taramaa","Fraunhofer IESE, Kaiserslautern, Germany; NA; NA; NA; NA; NA; NA; NA","Proceedings Fifth International Software Metrics Symposium. Metrics (Cat. No.98TB100262)","6 Aug 2002","1998","","","105","108","In ESPRIT project PROFES, measurement according to the Goal/Question/Metric (GQM) approach is conducted in industrial software projects at Drager Medical Technology, Ericsson Finland, and Schlumberger Retail Petroleum Systems. A comparative case study investigates three different ways of applying GQM in product-focused process improvement: long-term GQM measurement programmes at the application sites to better understand and improve software products and processes; GQM-based construction and validation of product/process dependency models, which describe the process impact on software quality; and cost/benefit investigation of the PROFES improvement methodology using GQM for (meta-) analysis of improvement programmes. This paper outlines how GQM is applied for these three purposes.","","0-8186-9201-4","10.1109/METRIC.1998.731234","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=731234","","Computer aided software engineering;Application software;Software measurement;Telecommunications;Research and development;Computer industry;Petroleum industry;Software quality;Embedded software;Patient monitoring","software metrics;software quality;software process improvement;research initiatives;cost-benefit analysis;software cost estimation","measurement;product-focused process improvement;industrial case study;ESPRIT project;PROFES;Goal Question Metric approach;industrial software projects;Drager Medical Technology;Ericsson Finland;Schlumberger Retail Petroleum Systems;GQM;software products;product process dependency models;software quality;cost benefit analysis","","5","","8","","6 Aug 2002","","","IEEE","IEEE Conferences"
"An Analysis of Cost-Overrun Projects Using Financial Data and Software Metrics","H. Uwano; Y. Kamei; A. Monden; K. Matsumoto","Dept. of Inf. Eng., Nara Nat. Coll. of Technol., Nara, Japan; Fac. of Inf. Sci. & Electr. Eng., Kyushu Univ., Fukuoka, Japan; Grad. Sch. of Inf. Sci., Nara Inst. of Sci. & Technol., Nara, Japan; Grad. Sch. of Inf. Sci., Nara Inst. of Sci. & Technol., Nara, Japan","2011 Joint Conference of the 21st International Workshop on Software Measurement and the 6th International Conference on Software Process and Product Measurement","29 Dec 2011","2011","","","227","232","To clarify the characteristics of cost-overrun software projects, this paper focuses on the cost to sales ratio of software development, computed from financial information of a midsize software company in the embedded systems domain, and analyzes the correlation with outsourcing ratio as well as code reuse ratio and relative effort ratio per development phase. As a result, we found that the lower cost to sales ratio projects had the higher relative effort ratio in external design phase, which indicates that spending less effort in external design can cause decrease of profit. We also found that high outsourcing ratio projects had higher cost to sales ratio, and that projects having moderate code reuse ratio had lower and disperse cost to sales ratio, which suggests troubles in code reuse can damage the profit of a project.","","978-1-4577-1930-1","10.1109/IWSM-MENSURA.2011.9","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6113064","Cost overrun project;Cost to sales ratio;Development phase;Outsourcing;Reuse","Marketing and sales;Outsourcing;Software;Testing;Companies;Maintenance engineering;Programming","DP industry;outsourcing;profitability;project management;software cost estimation;software development management;software metrics;software reusability","financial data;software metrics;cost-overrun software project;software development;financial information;midsize software company;embedded systems domain;outsourcing ratio;code reuse ratio;sales ratio;project profit","","1","","8","","29 Dec 2011","","","IEEE","IEEE Conferences"
