"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Software Effort Estimation Based on Use Cases","M. R. Braz; S. R. Vergilio","Federal University of Parana - UFPR, Brazil; Federal University of Parana - UFPR, Brazil","30th Annual International Computer Software and Applications Conference (COMPSAC'06)","4 Dec 2006","2006","1","","221","228","Software effort and cost estimation is a very important activity that includes very uncertain elements. In the context of object oriented software, traditional methods and metrics were extended to help managers in this activity. The metric use case points (UCP) is an example of metric that can be used. UCP considers functional aspects of the use case (UC) model, widely used in most organizations in the early phases of the development. However, the metric UCP presents some limitations mainly related to the granularity of the UC. To overcome these limitations, this paper introduces two metrics, also based on UCs. The first one, named USP (use case size points), considers the internal structures of the UC and better captures its functionality. The second one, named FUSP (fuzzy use case size points), considers concepts of the fuzzy set theory to create gradual classifications that better deal with uncertainty. Results from an empirical evaluation show the applicability and some advantages of the proposed metrics","0730-3157","0-7695-2655-1","10.1109/COMPSAC.2006.77","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4020081","Software Size;Prediction;Use Case Points;Function Points;Fuzzy Theory","Object oriented modeling;Fuzzy set theory;Application software;Uncertainty;Lab-on-a-chip;Humans;Computer science;Estimation theory;Cost function;Computer languages","fuzzy set theory;object-oriented programming;software cost estimation;software management;software metrics","software effort estimation;software cost estimation;object oriented software;metric use case points;fuzzy use case size points;fuzzy set theory;gradual classification;software size","","24","","15","","4 Dec 2006","","","IEEE","IEEE Conferences"
"Estimated measurement quality software on structural model academic system with Function Point Analysis","H. Rohayani; F. L. Gaol; B. Soewito; H. L. H. Spits Warnars","Doctor of Computer Science Program, Bina Nusantara University, Jl. Kebon Jeruk No 27, Jakarta. Indonesia; Doctor of Computer Science, Bina Nusantara University, Jl. Kebon Jeruk No27, Jakarta. Indonesia; Binus Graduate Program, Bina Nusantara University, Jl. Kebon Jeruk No27, Jakarta. Indonesia; Doctor of Computer Science, Bina Nusantara University, Jl. Kebon Jeruk No27, Jakarta. Indonesia","2017 International Conference on Applied Computer and Communication Technologies (ComCom)","7 Dec 2017","2017","","","1","5","In the software development indispensable is the suitability and accuracy in determining the size or value of the software to fit the operation to be performed. A wide variety of calculation methods have been widely used to estimate the size of the software, one of which is by using Function Point Analysis (FPA). Volume calculation software based on a scale of complexity. Since the point of measurement is highly subjective, in order to maintain consistency and validity of the results, the method should be run by an experienced professional. This method is then applied by the authors to measure the complexity of academic information system STIKOM Dinamika Bangsa Jambi using structured modeling approach. Measurements were performed in this study consisted of depictions information system is built into the structure. Which is then analyzed by counting models Crude Function Points (CRP), the relative complexity of Adjustment Factor (RCAF), and then calculate the point function. From the results of calculations using the FPA to software quality measurement academic system STIKOM Dinamika Bangsa Jambi obtained value FP 166.32 is good. Function point value produced will be used by developers in determining the price and the cost of software systems to be built or developed.","","978-1-5090-4048-3","10.1109/COMCOM.2017.8167085","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8167085","Software Quality Measurement;Structural Model;Function Point Analysis;System","Complexity theory;Software measurement;Software systems;Analytical models;Volume measurement;Data models","software cost estimation;software development management;software metrics;software quality","FPA;software quality measurement academic system STIKOM Dinamika Bangsa Jambi;Function point value;software systems;estimated measurement quality software;structural model academic system;function point analysis;Crude Function Points;point function;relative complexity;depictions information system;structured modeling approach;academic information system STIKOM Dinamika Bangsa Jambi;volume calculation software;software development indispensable","","1","","18","","7 Dec 2017","","","IEEE","IEEE Conferences"
"Applying function point to unified modeling language: conversion model and pilot study","G. Cantone; D. Pace; G. Calavaro","DISP, Rome Univ., Italy; DISP, Rome Univ., Italy; NA","10th International Symposium on Software Metrics, 2004. Proceedings.","22 Nov 2004","2004","","","280","291","We consider convertibility of the elements of the unified modeling language into entities of the function point analysis, introduces a model for establishing the link, and presents a pilot study for comparing the function point counts provided by the model with those provided by a function point certified expert. In order to map the unified modeling language elements to function point analysis entities, the paper develops guidelines, rules, heuristics, and flexibility specifications, which also constitute the requirements of an analyzer and semiautomatic converter, implemented as a wizard inside IBM-Rational Rose. The paper presents and discusses the design, conduction and results of the pilot study.","1530-1435","0-7695-2129-0","10.1109/METRIC.2004.1357912","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357912","","Unified modeling language;Software measurement;Object oriented modeling;Guidelines;Application software;Software performance;Electric breakdown;Software systems;ISO standards;Particle measurements","software cost estimation;software metrics;Unified Modeling Language;formal specification","unified modeling language;function point analysis entity;IBM-Rational Rose;software measurement model","","4","","25","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Comparing Software Cost Prediction Models by a Visualization Tool","N. Mittas; L. Angelis","Dept. of Inf., Aristotle Univ. of Thessaloniki, Thessaloniki, Greece; Dept. of Inf., Aristotle Univ. of Thessaloniki, Thessaloniki, Greece","2008 34th Euromicro Conference Software Engineering and Advanced Applications","22 Dec 2008","2008","","","433","440","A crucial issue in the software cost estimation area that has attracted the interest of software project managers is the selection of the best prediction method for estimating the cost of a project. Most of the prediction techniques estimate the cost from historical data. The selection of the best model is based on accuracy measures that are functions of the predictive error, whereas the significance of the differences can be evaluated through statistical procedures. However, statistical tests cannot be applied easily by non-experts while there are difficulties in the interpretation of their results. The purpose of this paper is to introduce the utilization of a visualization tool, the regression error characteristic curves in order to compare different prediction models easily, by a simple inspection of a graph. Moreover, these curves are adjusted to accuracy measures appeared in software cost estimation literature and the experimentation is based on two well-known datasets.","2376-9505","978-0-7695-3276-9","10.1109/SEAA.2008.23","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=4725751","","Software tools;Predictive models;Visualization;Project management;Application software;Informatics;Prediction methods;Cost function;Software testing;Programming","data visualisation;project management;regression analysis;software cost estimation;software development management;software metrics;statistical testing","software cost prediction model;software cost estimation;visualization tool;software project management;statistical test procedure;regression error characteristic curve;graph inspection;accuracy measure","","7","","8","","22 Dec 2008","","","IEEE","IEEE Conferences"
"Software reuse metrics for object-oriented systems","K. K. Aggarwal; Y. Singh; A. Kaur; R. Malhotra","Sch. of Inf. Technol., GGS Indraprastha Univ., Delhi, India; Sch. of Inf. Technol., GGS Indraprastha Univ., Delhi, India; Sch. of Inf. Technol., GGS Indraprastha Univ., Delhi, India; Sch. of Inf. Technol., GGS Indraprastha Univ., Delhi, India","Third ACIS Int'l Conference on Software Engineering Research, Management and Applications (SERA'05)","27 Dec 2005","2005","","","48","54","The importance of software measurement is increasing leading to development of new measurement techniques. Reusing existing software components is a key feature in increasing software productivity. It is one of the key elements in object-oriented programming, which reduces the cost and increases the quality of the software. An important feature of C++ called templates support generic programming, which allows the programmer to develop reusable software modules such as functions, classes, etc. The need for software reusability metrics is particularly acute for an organization in order to measure the degree of generic programming included in the form of templates in code. This research addresses this need and introduces a new set of metrics for object-oriented software. Two metrics are proposed for measuring amount of genericty included in the code and then analytically evaluated against Weyuker's set of nine axioms. This set of metrics is then applied to standard projects and accordingly ways in which project managers can use these metrics are suggested.","","0-7695-2297-1","10.1109/SERA.2005.60","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1563143","","Software measurement;Software reusability;Measurement techniques;Productivity;Object oriented programming;Costs;Software quality;Functional programming;Programming profession;Particle measurements","software reusability;software metrics;object-oriented programming;software cost estimation;software quality;C++ language;software performance evaluation","software reusability metrics;object-oriented system;software measurement;software component reusability;software productivity;object-oriented programming;software cost reduction;software quality;C++ template;generic programming;object-oriented software","","23","","14","","27 Dec 2005","","","IEEE","IEEE Conferences"
"Influence of the Review of Executed Activities Utilizing Planning Poker","A. A. Tissot; M. C. Figueiredo Pereira Emer; L. C. Bastos","Departamento de Informática (DAINF), Universidade Tecnológica Federal do Paraná (UTFPR), Curitiba, Brazil; Departamento de Informática (DAINF), Universidade Tecnológica Federal do Paraná (UTFPR), Curitiba, Brazil; Departamento de Informática (DAINF), Universidade Tecnológica Federal do Paraná (UTFPR), Curitiba, Brazil","2015 29th Brazilian Symposium on Software Engineering","12 Nov 2015","2015","","","170","178","Background -- The software effort estimation research area aims to improve the accuracy of this estimation in software projects and activities. Aims -- This study describes the development and usage of a web application to collect the generated data from the Planning Poker estimation process and the analysis of the collected data to investigate the impact of revising previous estimates when conducting similar new estimates in a Planning Poker context. Method -- Software activities were estimated by UTFPR students, using Planning Poker, with and without revising previous similar activities, storing data regarding the decision-making process. And the collected data was used to investigate the impact that revising similar executed activities have in the software effort estimates' accuracy. Obtained Results -- The UTFPR students were divided into 14 groups. Eight of them showed accuracy increase in more than half of their estimates. Three of them had almost the same accuracy in more than half of their estimates. And only three of them had accuracy decrease in more than half of their estimates. Conclusion -- Reviewing the similar executed software activities, when using Planning Poker, led to more accurate software estimates in most cases, and, because of that, can improve the software development process.","","978-1-4673-9272-3","10.1109/SBES.2015.26","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7328021","Software Metrics;Software Effort Prediction;Software Effort Estimate;Software Costs Prediction;Software Costs Estimate;Software Process Management","Software;Planning;Accuracy;Estimation;Software engineering;Context;Decision making","decision making;software cost estimation;software metrics;software process improvement","software effort estimation research area;software projects;software activities;Web application;planning poker estimation process;UTFPR students;decision-making process;software development process","","1","","19","","12 Nov 2015","","","IEEE","IEEE Conferences"
"Adapting function point analysis to estimate data mart size","A. T. Calazans; K. M. de Oliveira; R. R. Santos","Caixa Economica Fed., Brazil; NA; NA","10th International Symposium on Software Metrics, 2004. Proceedings.","22 Nov 2004","2004","","","300","311","To better control the time, cost and resources assigned to software projects, organizations need a proper estimate of their size even before the projects actually start. Accordingly, several approaches were proposed to estimate the size of a software project, as the well-known function point analysis (FPA), which is largely used in traditional software development projects. However, we observed in our company that it is not fit for data mart software measurement. Data mart (DM) systems have particularities in their development that are different from the traditional software systems (e.g. a DM uses other software systems as data sources and does not create new information). It is important, therefore, to have a measurement approach that considers those particularities while measuring the DM size. We present an adaptation of the FPA approach for DM size measurement and discuss results on 10 data marts project developed in the industry.","1530-1435","0-7695-2129-0","10.1109/METRIC.2004.1357914","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1357914","","Data analysis;Size measurement;Software systems;Software measurement;Delta modulation;Data warehouses;Costs;Particle measurements;Character generation;IEC standards","software metrics;software cost estimation;software development management","function point analysis;data mart size;software development projects;software measurement","","3","","18","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Measurement of QuestDone mobile application using 7 steps use case points method","R. Sutoyo; H. L. Hendric Spits Warnars; F. L. Gaol; E. Abdurachman; B. Soewito","Computer Science Department, BINUS Graduate, Program - Doctor of Computer Science, Bina Nusantara University Jakarta, Indonesia 11480; Computer Science Department, BINUS Graduate, Program - Doctor of Computer Science, Bina Nusantara University Jakarta, Indonesia 11480; Computer Science Department, BINUS Graduate, Program - Doctor of Computer Science, Bina Nusantara University Jakarta, Indonesia 11480; Computer Science Department, BINUS Graduate, Program - Doctor of Computer Science, Bina Nusantara University Jakarta, Indonesia 11480; Computer Science Department, BINUS Graduate Program - Master of Computer Science Bina Nusantara University Jakarta, Indonesia 11480","2017 IEEE International Conference on Cybernetics and Computational Intelligence (CyberneticsCom)","12 Mar 2018","2017","","","90","95","The rise of mobile application is inevitable. Every year, the number of mobile application is increased. It is important for mobile application project owners to calculate the required resources before building a mobile application. In software metric, Use Case Points method is able to count software size of mobile application based on their functionality. This method utilizes use case diagram as their computation factors in the estimation process. Moreover, two other complexity factors are also considered in this method, which are: Technical Complexity Factor and Environment Factor. In this paper, we present software size calculation of QuestDone Mobile Application using 7 steps use case points method. QuestDone has been implemented, but we do not know its software size (i.e. how big the software, how much it cost, how many people is needed). As the result from use case points method, the Use Case Points value of QuestDone is 126.88 with Effort Estimation equal to 889 hours. The software size estimation process of QuestDone Mobile Application detailed in this paper can give an insight to project owners to count software size of other similar projects.","","978-1-5386-0784-8","10.1109/CYBERNETICSCOM.2017.8311690","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=8311690","software size;software metrics;use case points;mobile application","Mobile applications;Software;Mathematical model;Complexity theory;Estimation;Computer science;Environmental factors","mobile computing;project management;software cost estimation;software development management;software metrics","software metric;case diagram;complexity factors;technical complexity factor;environment factor;software size calculation;mobile application project owners;QuestDone mobile application;software size estimation process;Use Case Points value;use case points method","","6","","24","","12 Mar 2018","","","IEEE","IEEE Conferences"
"Applying metrics to rule-based systems","P. Doyle; R. Verbruggen","Sch. of Comput. Applications, Dublin City Univ., Ireland; Sch. of Comput. Applications, Dublin City Univ., Ireland","Proceedings Fourth International Conference on Software Engineering and Knowledge Engineering","6 Aug 2002","1992","","","123","130","Since the introduction of software measurement theory in the early seventies it has been accepted that in order to control software it must first be measured. Unambiguous and reproducible measurements are considered to be the most useful in controlling software productivity, costs and quality, and diverse sets of measurements are required to cover all aspects of software. This paper focuses on measures for rule-based language systems and also describes a process for developing measures for other non-standard 3GL development tools. This paper uses KEL as an example and the method allows the re-use of existing measures and indicates if and where new measures are required. As software engineering continues to generate more diverse methods of system development, it is important to continually update methods of measurement and control.<>","","0-8186-2830-8","10.1109/SEKE.1992.227938","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=227938","","Knowledge based systems;Software measurement;Software quality;Productivity;Costs;Software engineering;Control systems","knowledge based systems;software cost estimation;software metrics;software quality;software tools","software costs;software quality;third generation languages;metrics;software measurement theory;software productivity;rule-based language systems;3GL development tools;KEL;software engineering","","","","","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A study of productivity and efficiency for object-oriented methods and languages","D. Port; M. McArthur","Center for Software Eng., Univ. of Southern California, Los Angeles, CA, USA; NA","Proceedings Sixth Asia Pacific Software Engineering Conference (ASPEC'99) (Cat. No.PR00509)","6 Aug 2002","1999","","","128","135","A study was commissioned by the Hughes Space and Communications Software Engineering Group to determine the effectiveness of the recent introduction of object-oriented languages, technologies and development methodologies. Of particular interest was any effect on development productivity. Fundamentally, productivity metrics are difficult to apply across non-homogeneous projects and development teams. Furthermore, owing to many uncontrolled variables, such as the lack of a solid control project and non-rigorously collected data, productivity measures alone are were sufficient to determine meaningful results as requested for the study. A new, robust means of comparing non-homogenous development efforts (that does not require a control project) called ""efficiency"" was introduced and was used to augment the comparative analysis of the projects and address possible concerns with the use of productivity metrics alone. Efficiency measures the actual effort compared to an estimate of that effort with respect to an independent and well-defined baseline - for purposes of the study, this was COCOMO II. Conclusive evidence was found to support the hypothesis that object-oriented languages coupled with object-oriented methods result in greater productivity and efficiency as compared to other efforts. Furthermore, it is concluded that efficiency metrics, along with the non-standard use of COCOMO II, are a meaningful, useful and practical approach to compare development efforts.","","0-7695-0509-0","10.1109/APSEC.1999.809593","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=809593","","Productivity;Space technology;Object oriented modeling;Software engineering;Programming;Solids;Robust control;Software metrics;Paper technology;Extraterrestrial measurements","object-oriented methods;object-oriented languages;software metrics;software cost estimation","development productivity;efficiency;object-oriented methods;object-oriented languages;software engineering;productivity metrics;uncontrolled variables;nonhomogeneous projects;COCOMO II","","6","","11","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Using a Line of Code Metric to Understand Software Rework","E. Morozoff","Medtronic, Inc. , Mounds View","IEEE Software","31 Dec 2009","2010","27","1","72","77","A simple method measuring new effective lines of code showed that between 19 and 40 percent of code written on three projects wasn't in the final release. Generally, productivity is a function of input effort and output size. A strong understanding of software productivity, coupled with a good estimate of software size, is key to predicting project effort and, ultimately, producing reliable project duration estimates, schedules, and resource needs. Project managers and engineers often measure or predict the size of released software-the volume of software in the marketed product. However, the final release doesn't include reworked code-code that was changed or deleted during development.","1937-4194","","10.1109/MS.2009.160","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5232799","lines of code;software productivity;software rework;software;software engineering","Productivity;Project management;Engineering management;Reliability engineering;Volume measurement;Size measurement;Software measurement","scheduling;software cost estimation;software metrics;systems re-engineering","line of code metric;software rework;software productivity;project duration estimation;project managers;scheduling;software project cost estimations","","2","","18","","4 Sep 2009","","","IEEE","IEEE Magazines"
"Information technology and software project management: Advanced undergraduate/graduate laboratory practicum","V. Uskov; K. Mittal","Department of Computer Science and Information Systems, Bradley University; Department of Computer Science and Information Systems, Bradley University","2012 IEEE International Conference on Electro/Information Technology","21 Jun 2012","2012","","","1","7","A convergence of computer science (CS)/computer information systems (CIS) and management areas, in general, and, software development/software engineering and management, in particular, is quickly reshaping a profile of the software development industry. This motivated the Department of Computer Science and Information Systems at Bradley University (Peoria, IL) to propose, design, and develop innovative curriculum in CS-Management and CIS-Management areas. The developed state-of-the-art courseware in those areas is based on active utilization of software and CIS engineering concepts, methods, models, approaches, factors, and metrics in traditional (defined by Project Management Institute) project management processes and knowledge areas, particularly, 1) applications of software engineering methods and models to traditional five project management processes and nine knowledge areas; 2) utilization of software development life cycle stages in traditional project management life cycle; 3) applications of software/CIS specific estimation models and methodologies to traditional cost and time management; 4) utilization of specific software quality metrics and factors (ISO 9126) in traditional quality management; and 5) utilization of software-focused quality methodology (CMMI, DFSS) in software and CIS project management.","2154-0373","978-1-4673-0818-2","10.1109/EIT.2012.6220773","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=6220773","computer science;software project management;computer information systems;information technology project management;innovative curriculum","Project management;Educational institutions;Software quality;Programming;Capability maturity model","courseware;DP industry;further education;innovation management;management information systems;project management;quality management;software cost estimation;software development management;software metrics;software quality","information technology;software project management;computer science;computer information system;software engineering;software development industry;innovative curriculum;CS management;CIS management;state-of-the-art courseware;software utilization;CIS engineering concept;software development life cycle;project management life cycle;software cost estimation;time management;software quality metrics;quality management;undergraduate laboratory practicum;graduate laboratory practicum","","","","13","","21 Jun 2012","","","IEEE","IEEE Conferences"
"Improvements to the Function Point Analysis Method: A Systematic Literature Review","M. de Freitas Junior; M. Fantinato; V. Sun","School of Sciences, Arts and Humanities, University of São Paulo, Sao Paulo, Brazil; School of Sciences, Arts and Humanities, University of São Paulo, Sao Paulo, Brazil; School of Sciences, Arts and Humanities, University of São Paulo, Sao Paulo, Brazil","IEEE Transactions on Engineering Management","16 Oct 2015","2015","62","4","495","506","Function point analysis (FPA) is a standardized method to systematically measure the functional size of software. This method is proposed by an international organization and it is currently recommended by governments and organizations as a standard method to be adopted for this type of measurement. This paper presents a compilation of improvements, focused on increasing the accuracy of the FPA method, which have been proposed over the past 13 years. The methodology used was a systematic literature review (SLR), which was conducted with four research questions aligned with the objectives of this study. As a result of the SLR, of the 1600 results returned by the search engines, 454 primary studies were preselected according to the criteria established for the SLR. Among these studies, only 18 specifically referred to accuracy improvements for FPA, which was the goal of this study. The low number of studies that propose FPA improvements might demonstrate the maturity of the method in the current scenario of software metrics. Specifically in terms of found issues, it was found that the step for calculating the functional size exhibited the highest number of problems, indicating the need to revise FPA in order to encompass the possible improvements suggested by the researchers.","1558-0040","","10.1109/TEM.2015.2453354","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=7165621","Accuracy improvement;function point analysis (FPA);systematic literature review (SLR);Accuracy improvement;function point analysis (FPA);systematic literature review (SLR)","Software;Complexity theory;Accuracy;Artificial intelligence;Software measurement;ISO Standards","government;organisational aspects;reviews;search engines;software cost estimation;software metrics","government;FPA improvements;systematic literature review;software metrics;standardized method;SLR;software functional size;function point analysis method;international organization;time 13 year","","5","","36","","23 Jul 2015","","","IEEE","IEEE Journals"
"A Follow-Up Reflection on Software Process Improvement ROI","R. van Solingen",Delft University of Technology,"IEEE Software","25 Aug 2009","2009","26","5","77","79","Our discipline must shift toward value-based software engineering, because we're obliged to prove our contributions to the financial bottom line. In the May/June 2004 IEEE Software special issue on return on investment (ROI), the author presented measurement results for the ROI of software process improvement (SPI). This article made three main contributions. First, provided a detailed overview of publications containing real-life measurement results from practical applications of SPI, in which the author measured the ROI. My study included 20 cases, with an average ROI of 7 and a median of 6.6. This indicates that SPI's net profit seems to be approximately US$7 for every dollar invested. However, I found no published cases in which SPI investments resulted in a measurable loss; furthermore, the ROI bandwidth was large (between 1.5 and 19). This indicates that the actual ROI of an SPI investment seems hard to really guarantee up front. Second, I showed that benefits are just as easy to quantify as costs. Cost measurements are always based on an agreement about how to measure and quantify costs. Such an agreement can also serve as the basis for measuring benefits. My article contained data from two real-life projects that had made such cost and benefit measurements and calculated ROI. Finally, I concluded that expressing ""value"" is crucial. Software engineering and its improvement are often major investments for organizations. Investments must be profitable. Because different people in different roles share one generic term for value-money, I recommended expressing any software engineering effort and its benefits in financial terms.","1937-4194","","10.1109/MS.2009.120","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=5222799","software process improvement;return on investment;value-based software engineering;Six Sigma;management commitment;benefit measurement","Reflection;Financial management;Investments;Software engineering;Software measurement;Computer science;Computer industry;Data analysis;Data engineering;Economic indicators","software cost estimation;software metrics;software process improvement","follow-up reflection;ROI software process improvement;value-based software engineering;SPI investment;cost measurement;software organization","","3","","9","","25 Aug 2009","","","IEEE","IEEE Magazines"
"Software cost estimation models","F. J. Heemstra","Dept. of Ind. Eng., Univ. of Technol., Eindhoven, Netherlands","Proceedings of the 5th Jerusalem Conference on Information Technology, 1990. 'Next Decade in Information Technology'","6 Aug 2002","1990","","","286","297","The importance of accurate cost estimates is discussed, and an overview of the existing methods for cost estimation is given. One class of models, namely, the parametric models, is then considered. The principles of parametric cost estimation models are examined, and an overview of such model is given. The existing models are compared, focusing mainly on the question of how accurate their estimates are. The advantages of the parametric models are described, and the state of the art is evaluated.<>","","0-8186-2078-1","10.1109/JCIT.1990.128297","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=128297","","Costs;Programming;Automation;Government;Industrial engineering;Project management;Parametric statistics;Application software;Investments;Delay","software metrics","software costs;accurate cost estimates;parametric models","","3","","40","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Project estimation using Screenflow Engineering","J. Paynter","Auckland Univ., New Zealand","Proceedings 1996 International Conference Software Engineering: Education and Practice","6 Aug 2002","1996","","","150","159","Software project estimation is a topic that has been widely researched, yielding a multitude of different estimation models, tools and techniques aimed at increasing the accuracy of cost, effort and time estimates of proposed software projects. However, surveys in the United Kingdom, The Netherlands and New Zealand have identified a very low use of such models and tools, despite recognition of their importance. This paper introduces a method of software project estimation used in a New Zealand case. The method used is part of the Screenflow Engineering process. This is based on the premise that computer system applications should share a common pool of data, which is updated on-line and made available simultaneously to any user of any application.","","0-8186-7379-6","10.1109/SEEP.1996.533994","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=533994","","Software tools;Yield estimation;Programming;Project management;Cost function;Application software;Relational databases;Data structures;Software performance;Remuneration","software development management;project management;software cost estimation;software tools;software metrics","Screenflow Engineering;software project estimation;estimation models;software tools;software cost estimation;software engineering time estimates;surveys;United Kingdom;The Netherlands;New Zealand","","3","","39","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Software reliability analysis incorporating fault detection and debugging activities","S. S. Gokhale; M. R. Lyu; K. S. Trivedi","Bourns Coll. of Eng., California Univ., Riverside, CA, USA; NA; NA","Proceedings Ninth International Symposium on Software Reliability Engineering (Cat. No.98TB100257)","6 Aug 2002","1998","","","202","211","The software reliability measurement problem can be approached by obtaining the estimates of the residual number of faults in the software. Traditional black box based approaches to software reliability modeling assume that the debugging process is instantaneous and perfect. The estimates of the remaining number of faults, and hence reliability, are based on these oversimplified assumptions and they tend to be optimistic. We propose a framework relying on rate based simulation technique for incorporating explicit debugging activities along with the possibility of imperfect debugging into the black box software reliability models. We present various debugging policies and analyze the effect of these policies on the residual number of faults in the software. In addition, we propose a methodology to compute the reliability of the software, taking into account explicit debugging activities. An economic cost model to determine the optimal software release criteria in the presence of debugging activities is described. Finally, we present the high level architecture of a tool, called SRSIM, for the purpose of automating the simulation techniques presented.","1071-9458","0-8186-8991-9","10.1109/ISSRE.1998.730883","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=730883","","Software reliability;Fault detection;Debugging;Software quality;Software measurement;Electrical capacitance tomography;Electrical fault detection;Educational institutions;Computer science;Environmental economics","software reliability;program debugging;software metrics;software cost estimation;virtual machines","software reliability analysis;fault detection;debugging activities;software reliability measurement problem;black box based approaches;debugging process;rate based simulation technique;explicit debugging activities;imperfect debugging;black box software reliability models;debugging policies;economic cost model;optimal software release criteria;high level architecture;SRSIM;simulation techniques","","13","","18","","6 Aug 2002","","","IEEE","IEEE Conferences"
"A model to evaluate the economic benefits of software components development","A. Dagnino; H. Srikanth; M. Naedele; D. Brantly","ABB-USETI, Raleigh, NC, USA; NA; NA; NA","SMC'03 Conference Proceedings. 2003 IEEE International Conference on Systems, Man and Cybernetics. Conference Theme - System Security and Assurance (Cat. No.03CH37483)","10 Nov 2003","2003","4","","3792","3797 vol.4","ABB is a multi-national corporation that is developing a new generation of products based on the concept of Industrial/sup IT/. This concept provides a common integration platform for product interoperability. As Industrial/sup IT/ enabled products are developed across ABB, software reuse must be considered. Component based software development (CBSD) is an effective means to improve productivity and quality by developing reusable components. Measuring the economic benefits and performing sensitivity analyses of CBSD scenarios in the development of Industrial/sup IT/ products is important to improve efficiency. This paper presents a model that allows project leaders to evaluate a variety of software development scenarios. The model is based on a goal-question-metrics (GQM) approach and was developed at the ABB corporate research laboratories.","1062-922X","0-7803-7952-7","10.1109/ICSMC.2003.1244479","","https://ieeexplore-ieee-org.recursos.biblioteca.upc.edu/stamp/stamp.jsp?arnumber=1244479","","Costs;Size measurement;Sensitivity analysis;Measurement units;Software measurement;Programming;Project management;Lab-on-a-chip;Educational institutions;Computer industry","economics;object-oriented programming;open systems;software metrics;software reusability;software cost estimation","economic benefits;software components development;Industrial/sup IT/;product interoperability;software reuse;component based software development;sensitivity analyses;goal-question-metrics approach","","1","","17","","10 Nov 2003","","","IEEE","IEEE Conferences"
